name,address,city,postal,state,phone,websites,owners,primary_email,contacts,other_emails
Espinoza Flooring,PO Box 114,Sunvalley,83353,ID,(208) 726-3232,,Bea Espinoza,@espinoza.comfreight@espinozaflooring.com,"Bea Espinoza,,Bea Espinoza",
Williams Carpet,1904 9th Ave SE,Watertown,57201,SD,(605) 882-1963,http://www.williamscarpetonewatertown.com/,Mark Williams,,"Mark Williams,,Mark Williams",
Allied Floor Covering,325 Main Rd,Tiverton,2878,RI,(401) 624-4477,http://www.alliedfloorcoveringinc.com/,Ray Caron,ray@alliedfloorcovering.necoxmail.com,"Ray Caron,chris,Ray Caron",chris@alliedfloorcovering.necoxmail.com
Steven's World of Flooring,5 Chesire Road,Pittsville,1201,MA,(413) 443-6459,http://www.stevensworldofflooring.com/,Bill Murray,wmurray@aol.com,",,",
Distinctive Interiors,2800 E Outer Drive,Marion,62959,IL,(618) 993-2202,www.distinctiveinteriors.info,Wayland Sims,distint@shawneelink.net,"Wayland Sims,,Wayland Sims",
Sams Carpet,3041 Webster Ave,Bronx,10467,NY,(718) 882-7800,www.samscarpet.com,Ronnie Aquino & Carmine Rossi,samscarpet@aol.com,"Ronnie/Carmine,,Ronnie/Carmine",
Skelton's Carpet One,1st and C Street,Lewiston,83501,ID,(208) 746-3663,http://www.skeltonscarpetonelewiston.com/,Carlene Skelton,carlenes@hibek.net,"Carlene Skelton,Ann Skelton,Carlene Skelton",anna1974marie@hotmail.com
Tottens Carpet,1450 East Main St.,Lancaster,43130,OH,(740) 653-3866,http://tottenscarpets.com/,Ed Stacey,tottenscarpets@yahoo.com,"Ed Stacey,Brett Stacey,Ed Stacey",tottenscarpets@yahoo.com
Bridgman's Furniture Inc,387 Miracle Mile,Lebanon,3766,NH,(603) 448-2510,http://www.bridgmans.com/,Dan Rutledge,drutledge@bridgmans.com,"Dan Rutledge,Dan Rutledge,Dan Rutledge",drutledge@bridgmans.com
Carpet Gallery & Interiors Inc,173 2nd st,Williamsburg,23185,VA,(757) 253-0688,http://www.carpetgalleryc1williamsburg.com/,,,"Greg Sutherland,Greg Sutherland,Greg Sutherland",carpetgallint@aol.com
Grahams Carpet,2525 - 25th St.,Columbus,47203,IN,(812) 372-3311,http://www.grahamscarpets.co.uk/,Lee Graham,,"Sherri Graham,Sherry Graham,",gcw2525@netzero.net
GRANDE DESIGNER FLOORCOVERING,5855 PLACIDA RD,ENGLEWOOD,34224,FL,(941) 697-7676,N/A,Sharon Honacher,,"Sharon Honacher,,",
Classic Flooring and Design,"560 Industrial Way, Suite B",Fallbrook,92028,CA,(760) 723-8131,www.classicflooringanddesign.com,,,",,",
Metro Design Center,1206 N Sherman St,Allentown,18103,PA,(610) 434-0161,www.metrodesigncenter.com,Kevin Hausman,khausman@metrodesigncenter.com,"Kevin Hausman,,",
Standale Interiors,4046 Lake Michigan Dr,Grand Rapids,49534,MI,(616) 453-8201,http://www.standaleinteriors.com/,,,"Danette Bailey,Danette Bailey,Danette Bailey",danetteb@standalelumber.com
Floor Show Inc.,880 Kooteni Cut Off Rd.,Ponderay,83852,ID,(208) 263-5198,http://floorshowsandpoint.com/,Chet Whitney,floorshowinc@hotmail.com,"Chet,Chad Whitney,Chet",floorshowinc@hotmail.com
Sarkissian Carpet One,21840 Ventura Blvd.,Woodland Hills,91364,CA,(818) 883-1711,http://www.sarkissiancarpetone.com/,,,",,",hector@sarkissiancarpetone.com
Williams Carpet,5422 Oleandar Drive,Wilmington,28403,NC,(910) 452-5792,http://www.williamscarpetinc.com/,,,"Patricia Williams,,Patricia Williams",
Cottage Floors,8365 Monterey St,Gilroy,95020,CA,(408) 842-0215,www.cottagefloors.com,Tom Ruiz,thruiz@garlic.com,"Tom Ruiz,,Tom Ruiz",
Kuhn Carpet and Tile,12504 Wiles Road,Coral Springs,33065,FL,(954) 344-4838,http://kuhnflooring.com/index.php,Steve Kuhn,stevekuhncarpet@aol.com,"Steve Kuhn,Gary Feldman,Steve Kuhn",gary@kuhnflooringgallery.com
Floor Decor Carpet One Floor & Home,1870 E. Grand Avenue,Lindenhurst,60046,IL,(847) 265-7493,www.floordecorcarpetonelindenhurst.com,Dan Inman,,"Dan Inman,Lynn Tyson,Dan Inman",LTyson@carpetonestore.com
Carpet Town,778 Portland Rd,Saco,4072,ME,(207) 773-3331,http://www.maineflooringandfurniture.com/,Leon Foster,carpetto@maine.rr.com,"Leon Foster,Jim Haskell,Leon Foster",carpetto@maine.rr.com
Hoffman FLOOR AND HOME,160 TILLMAN ST,WESTWOOD,7675,NJ,(201) 664-0700,http://www.hoffmanfloorandhome.com/,Tony Sicilia,tsicilia@floorandhome.com,"Tony Sicilia,Eric Gore,",staff@floorandhome.com
Axminstor Rug Co,7360 Castor Ave,Philadelphia,19152,PA,(215) 742-5002,http://www.axrug.com/,Mark Saul,,"Mark Saul,Mark Saul,",
Jeff Ollivierre`s Carpet,59 Cove Rd,South Dartmouth,2748,MA,(508) 999-2237,N/A,Jeff Ollivierre,jcarpets@verizon.net,"Jeff Ollivierre,Jane Ollivierre,Jeff Ollivierre",jcarpets@verizon.net
B&B Carpet One,2983 Water Tower Place,Chanhassen,55317,MN,(952) 361-0844,www.bandbcarpetonechanhassen.com,,,"Jarod Johnson,Jarod Johnson,",jjohnson@bbcarpetone.com
Jon Delleman Inc. DBA Koesters Linoleum Shop,1353 W 53rd Street,Davenport,52802,IA,(563) 323-3301,,Jon Delleman,,"Jon Delleman,,Jon Delleman",
Rice Furniture and Appliance,1100 SW Booth Bend Rd.,McMinnville,97128,OR,(503) 472-7322,http://www.ricefurniture.com/,Todd Buehler,,"Todd Buehler,,Todd Buehler",
Flooring America of Seminole,9012 Seminole Blvd,Seminole,33772,FL,(727) 397-5509,www.floorcolorcenter.com,Patrick Marlowe,patmarlowe@aol.com,"Patrick Marlowe,,",
Majestic Abbey Carpet,28 Fair Ave.,Middletown,10940,NY,(845) 343-8292,http://middletown.abbeycarpet.com/,Anthony Casabona,acasabona@citlink.net,"Anthony,Anthony Casabona,",middletown.abbycarpet.com
Preferred Floors,12-68 150th,Whitestone,11357,NY,(718) 746-8666,www.preferredfloorsofwhitestone.com/,Mark Loschiavo,preferred1268@aol.com,"Allen Simon,Allen Simon,Mark Loschiavo",
Carpet One of New Bern,1709 Red Robin Lane,New Bern,28562,NC,(252) 672-8912,www.carpetonenewbernnc.com,David Eckberg,deckberg@suddenlink.net,"David Eckberg,,David Eckberg",
Village Interiors,370 E. Cascade Ave,Sisters,97759,OR,(541) 549-6406,http://villageinteriorsdesign.com/,Patricia Molesworth,patricia@villageinteriorsdesign.com,"Pat,,Pat",
Sistare Carpets Inc,1743 Great Falls Hwy,Lancaster,29720,SC,(803) 285-4224,www.sistarecarpets.com,Mike Sistare,sistarecarpets@yahoo.com,"MIKE SISTARE,Mike Sistare,MIKE SISTARE",sistarecarpets@yahoo.com
Andersons Carpet One,11 Office Park Dr,Hattiesburg,39402,MS,(601) 545-7198,http://www.andersondesigncenter.com/,Allen Anderson,allen@andersonretail.com,"Betty Wimberly,Betty Wimberly,",Betty Wimberly
Swan's Furniture,420 E 4th St,North Platte,69101,NE,(308) 532-3550,www.swansfurniture.com,Don Lucas,swansfurniture@windsteam.net,"Don Lucas,Don Lucas,Don Lucas",swansfurniture@windstream.net
Merrimac Rug @ Durkin's Carpet,287 Appleton St,Lowell,1852,MA,(978) 458-1253,http://merrimacrug.com/,Tom Durkin,TPdurkinatdurkins@verizon.net,",,",
Not Just Carpet Warehouse,2920 SW 30th Avenue,Pembroke Park,33009,FL,(954) 454-6993,www.notjustcarpetwarehouse.com,Rick Alleyn,rick@notjustcarpetwarehouse.com,"Rick Alleyn, Don Panzer,Don Panzer,Rick Alleyn, Don Panzer",don@notjustcarpetwarehouse.com
Saliba's Rug Sales & Service,2 Pleasant St,Bangor,4401,ME,(207) 942-4029,http://www.salibas.com/,Steve Saliba,steve@salibas.com,"Steve Saliba,Dave Saliba,Steve Saliba",
Carpet Royale,929 West Broad St.,Falls Church,22046,VA,(703) 237-9411,www.carpetroyalerug.com,,,"Tony Asi,,Tony Asi",
Carpet Gallery,3716 B Maccorkle Ave,Charleston,25304,WV,(304) 925-7799,N/A,John &Susan Nickbean,,"SusanNickbean,susan Nickbean,SusanNickbean",
Arrow Floor Carpet One,207 N Main St,Andover,1810,MA,(978) 247-6060,www.arrowfloor.com,Ken Traub,arrowfloorcarpetone@att.net,"Ken Traub,Fred Garozzo,Ken Traub",
Williams Carpet Center,8745 Ocean Highway,Pawleys Island,29585,SC,(843) 235-0218,N/A,BEVERLY CAUSEY,,"BEVERLY CAUSEY,,BEVERLY CAUSEY",
Simply Floors,22 Crystalridge Drive,Okotoks,T1S 2C8,AB,(403) 995-3321,www.simplyfloors.ca,,,",,",
Kahle Wholesale,501 Nathan Ln,Elkhorn,53121,WI,(262) 723-4514,http://www.kahlefloors.com/,Jeff Kahle,,"Jeff Kahle,,Jeff Kahle",
CONTEMPO FLOOR COVERINGS INC,2460 OVERLAND AVE,LOS ANGELES,90064,CA,(310) 837-8110,http://www.contempofloorcoverings.com/,David Haloosim,Haloo2u@hotmail.com,"David Haloosim,,David Haloosim",
Carpet Cowboys,890 S. US Highway 89,Jackson,83001,WY,(307) 733-6321,N/A,Chris Thulin,info@carpetcowboys.com,"Chris Thulin,,Chris Thulin",
Standard Paint & Abbey Carpet,101 North 3rd Ave.,Yakima,98902,WA,(509) 453-3171,www.standardpaintandcarpet.com,,,"Gwen Gamache,John Sullivan,Gwen Gamache",j.sullivan@standardpaintandcarpet.com
Warren Clark`s Custom Carpets,715 Mounta in Ave,Upland,91786,CA,(909) 981-0045,www.warrenclarkscustomcarpets.com,Warren Clark,,"Rogene Clark,,Rogene Clark",
Gotcha Covered,1233 Infinity Crt,Lincoln,68512,NE,(402) 420-5566,www.gcovered.com,Kelli Fowler,kfowler@gcovered.com,"Kelli Fowler,Kelli Fowler,Kelli Fowler",kfowler@gcovered.com
Carpet Gallery,245 S.Washburn Street,Oshkosh,54904,WI,(920) 233-1950,http://www.carpetgalleryoshkosh.com/,Randy Bunker,bunkersgallery@hotmail.com,"Randy Bunker,Katie,Randy",bunkersgallery@hotmail.com
Rogers Carpet One Floor and Home,971 Topsy Lane #322,Carson City,89705,NV,(775) 267-2555,http://www.rogerscarpetonecarsoncity.com/,Roger Pierce,rp@rogers.minden.nv.us,"Roger Pierce,Roger Pierce,Roger Pierce",Roger Pierce
Tastinger`s Floorcovering,276 W. Palmer St.,Franklin,28744,NC,(828) 369-8360,http://tastingersfloorcovering.com/,Tom Tastinger,tfc@smnet.net,"Tom Tastinger,Tom Tastinger,Tom Tastinger",tfc@smnet.net
Independent Floor Covering of Port Huron Inc.,3842 Pine Grove Ave.,Fort Gratiot,48059,MI,(810) 984-4196,www.independentfloor.com,Tom Thiele,indep@comcast.net,"Wing Thiele,Tom Thiele,Tom Thiele",
Floor Master Carpet One,63 Quaker Rd,Queensbury,12804,NY,(518) 793-3367,http://www.floormastercarpetonequeensbury.com/,Al Boychuck,floormasterny@gmail.com,"Al Boychuck,Larissa Boychuck,",Larissa Boychuck
Rustigian Rugs,One Governor Street,Providence,2906,RI,(401) 751-5100,www.rustigianrugs.com,Ros Rustigian,,"Ros Rustigian,Erich Haslehurst,Ros Rustigian",ehaslehurst@rustigianrugs.com
HERITAGE CARPET & INTS LTD INC,600 HARTBROOK DR,HARTLAND,53029,WI,(262) 367-5951,www.heritagecarpethartland.com,Jim Taylor,,"Jim Taylor,Jim Taylor,Jim Taylor",Jim Taylor
PAT METZGER'S FLOORING CENTER INC,2935 E. CLEAR LAKE AVE,SPRINGFIELD,62702,IL,(217) 744-7711,N/A,Pat Metzger,patron76@mac.com,"Pat Metzger,,Pat Metzger",
San Marco Floor & Wall,1711 San Marco Road,Marco Island,34145,FL,(239) 394-1171,http://www.sanmarcotile.co.za/,Bill Pascale,Bill@floridafloors.net,",,",
Village Barn Carpets & Rugs,2650 S. Van Dyke,Imlay City,48444,MI,(810) 724-6483,www.villagebarncarpets.com,David and Candi Shapano,diane_s@villagebarncarpets.com,"Diane Shapano,David Shapano,David Shapano",
Russells House of Furniture,28 N Park Row,Waterford,16441,PA,(814) 796-2671,http://www.russellsfurniture.com/,,,"chet russell,,chet russell",
Perrysburg Floor Coverings,27072 Carronade Dr.,Perrysburg,43551,OH,(419) 872-4911,http://www.perrysburgflooring.com/,kraig Keil,kkeil@perrysburgflooring.com,"Kraig Keil,Kraig Keil,Kraig Keil",kkeil@perrysburgflooring.com
Cutlers Inc,33 W William St,Corning,14830,NY,(607) 962-2466,www.cutlersinc.com,Cathy Cutler,cutlerscarpeting@stny.rr.com,"cathy cutler,,cathy cutler",
DECORATIVE CARPETS INC,8900 MELROSE AVE,W. HOLLYWOOD,90069,CA,(310) 859-6333,http://decorativecarpets.com/,GEORGE SUGARMAN,,",,",jose@decrotivecarpets.com
Carpet One,105 Business Loop 70 East,Columbia,65203,MO,(573) 449-0081,http://www.carpet1columbia.com/,Mike Trittler,Trittler@tranquility.net,"Scott Bradley,Scott Bradley,Scott Bradley",rscottb@tranquility.net
Boucher Interiors dba Westwwod Carpets,8811 Beverly Blvd,Los Angeles,90048,CA,(310) 273-6400,,Brad Boucher,brad.westwoodcarpets@yahoo.com,",,",
Kahians Carpet One Inc.,96 Long Pond Road,Plymouth,2360,MA,(508) 746-4670,www.stevekahian.com,Steve Kahian,stevenkahian@hotmail.com,"Steve Kahian,Steve Kahian,Steve Kahian",
"Gene's Floor Covering II, Inc.",3741 Gulf Shores Pkwy,Gulf Shores,36547,AL,(251) 968-6456,http://www.genesfloorcovering.com/,Russell Judkins,genesgulfshores@gulftel.com,"Darlene Johnson,Darlene Johnson,",Darlene Johnson
About Floors N More,14050 Beach Blvd.,Jacksonville,32250,FL,(904) 726-1700,www.aboutfloorsnmore.com,Richard Sherzer,floors1rs@bellsouth.net,"Richard Scherzer,,Richard Scherzer",
Harms Carpet One,1007 Key Street,Maumee,43537,OH,(419) 891-0900,www.harmscarpetone.com,Randy Harms,randy@harmscarpetone.com,"Jake Harms,Jake Harms,Jake Harms",jake@harmscarpetone.com
Carpet Man of York,700 W Market St,York,17401,PA,(717) 846-2000,www.helfcarpetman.com,Mike Helf,mlhelf@aol.com,"Michael Helf,,",
Wholesale Floorcovering,10708 Lee Highway,Fairfax,22030,VA,(301) 654-0202,N/A,Sharam,sharam333@yahoo.com,"Sharam,Sharam,Shahram Bagheri",sharam333@yahoo.com
The Floor Pavilion,269 Executive Park Dr NE,Concord,28025,NC,(704) 793-1900,www.thefloorpavilion.com,Mark Whitley,mwhitley1@vnet.net,",Karen Whitley,",kwhitley1@vnet.net
Regal Carpet,5411 Northfield Rd.,Bedford Heights,44146,OH,(216) 475-1844,http://www.regalcarpetandtile.com/,Howard Kinsley,,"Howard Kinsley,Marvin Kinstlinger,Howard Kinsley",Marvin Kinstlinger
Oasis Floors and Design Center,621 Lake Havasu Ave N,Lake Havasu,86403,AZ,(928) 680-0550,www.abbeycarpets.com,Kieth Williams,,"Kieth Williams,Bill,Kieth Williams",Bill
Barry Carpet,11061 West Pico Blvd.,Los Angeles,90064,CA,(310) 479-3761,www.barrycarpetcarpet.com,Jill Pierce,Jill@barrycarpet.com,",Marbella Fuentes,",Marbella@barrycarpet.com
Milburn Carpet One,35th St,Copaigue,11726,NY,(631) 842-1600,http://www.milburncarpetone.com/,Charlie Colletti,charliec@milburncarpet1.com,",,",
Pocono Interiors,215 E Harford St.,Milford,18337,PA,(570) 296-6204,www.poconointeriorsonline.com,Tom Lattanzio,,"Tom Lattanzio,,",
Aladdin Carpet and Floors,18505 N. Frederick Avenue,Gaithersburg,20879,MD,(301) 258-8000,http://www.aladdincarpet.com/,Amir,amir@aladdinsurfaces.com,"Nezam,Nezam,",amir@aladdinsurfaces.com
Stanges of Waupaca,110 W. Union St.,Waupaca,54981,WI,(715) 258-8113,http://www.stanges.com,John/Mark Stange,mark@stanges.com,"Mark Stange,Mark Stange,Mark Stange",mark@stanges.com
Home Design Center & Flooring,8501 1-B Tyco Rd,Vienna,22172,VA,(703) 883-8010,www.homedesigncenterandflooring.com,Nafi Saafi,myhomedesigncenter@yahoo.com,"Nafi Saafi,,Nafi Saafi",
Burnell's Decor,502 N Main St,Rice Lake,54868,WI,(715) 234-4505,www.burnellsdecor.com,,,"Bjorn Hanson,,Bjorn Hanson",
Ace Flooring,12962 S.W. 89th Avenue,Miami,33176,FL,(305) 238-2593,www.aceflooringsystems.com,Robert Rodriguez,rr@aceflooringsystems.net,",,",
Better Floors Inc,11300 Polo Place,Midlothian,23113,VA,(804) 378-1405,http://www.betterfloorsinc.net/,Tony Godbolt,tonygodbolt@betterfloorsinc.net,"Tony Godbolt,Same,Tony Godbolt",Same
Sunset Plaza Carpet,8256 Melrose Ave,Los Angeles,90046,CA,(323) 653-5555,N/A,,sunsetplaza1@gmail.com,"Cameron Besharat,,Cameron Besharat",
Anderson Carpet,4101 Broadway,Oakland,94611,CA,(510) 652-1032,http://www.andersoncarpet.net,"Tom, Don, Mike Cristoffe",tom@andersoncls.com,"Matt McGill,Matt McGill,Matt McGill",Matt@andersoncls.com
Family Floors,553 Baltimore Annapolis Blvd,Severna Park,21146,MD,(410) 647-1115,www.familyfloors.com,Bruce Karner,bkarner@familyfloors.com,"Bruce Karner,Mitchell Norin,Bruce Karner",mnorin@familyfloors.com
Paducah Floor Service - Home Floor Center,1908 Lone Oak Rd,Paducah,42003,KY,(270) 554-7655,www.homefloorandkitchens.com,,,"Chris,Chris Thompson,Chris",cthompson@homefloorandkitchens.com
Weavers Floor Coverings,3245 S Main St,Harrisonburg,22801,VA,(540) 433-1517,www.weaversflooringamericaharrisonburg.com,Kenneth Weaver,weaverfa@shentel.net,"Chad Nausbaum,Chad Nussbaum,Chad Nausbaum",Chad Nussbaum
Interior Fashions by Connie,204 W. 11th St,Bottineau,58318,ND,(701) 228-2728,www.interiorsbyconnie.hdfpd.com,,,",,",
Rice Furniture Co Inc,72 W Main St,Brevard,28712,NC,(828) 883-9210,http://rice-furniture.com/,Eddie Rice,ricefurniture@hotmail.com,"Eddie Rice,Ellen Whitesel,Eddie Rice",ricefurniture@hotmail.com
Independent Flooring Center,2506 S HASTINGS WAY,EAU CLAIRE,54701,WI,(715) 833-2432,www.ifcec.com,Tom Kruse,merchandiser@ifcec.com,",,",
Pace Stone,663 Washington St,Eden,27289,NC,(336) 623-2158,www.pacestone.com,Jay Pace,,",Ty Pace,",pacestomeinc@yahoo
Carpets by Denny Lee,1003 C Edgewood Rd,Edgewood,21040,MD,(410) 679-7978,www.carpetsbydennylee.com/,Denny Lee,,"Denny Lee,John Gabinet,Denny Lee",John Gabinet
Wilton Floor Covering,10 Broad St,Norwalk,6851,CT,(203) 847-3161,http://www.wiltonfloorcovering.com,Chuck Angione,,"Chuck Angione,,Chuck Angione",
Weisshouse,324 S. Highland,Pittsburgh,15206,PA,(412) 441-8888,www.weisshouse.com,stacey weiss,,"jim welsh,jim welsh,jim welsh",jim welsh
Barnard's Carpet One,950 SW 17th Ave.,Delray Beach,33444,FL,(561) 278-3600,www.BarnardsCarpetoneDelrayBeach.com,Cheryl Barnard,carpetbarn@bellsouth.net,"Cheryl Barnard,Cheryl Barnard,",carpetbarn@bellsouth.net
Carpet One of the Hamptons,675 North Sea Rd.,Southampton,11968,NY,(631) 287-1070,www.carpetone.com,Gary,,",John Annunziata,",
Southeastern Galleries,1885 Ashley River Rd,Charleston,29407,SC,(843) 556-4663,www.southeasterngalleries.com,Rick Cooper,rickc@southeasterngalleries.com,"Rick Cooper,Rick Cooper,Rick Cooper",rickc@southeasterngalleries.com
Absolute Floor Design,3368 FAIRFIELD AVE,Bridgeport,6605,CT,(203) 333-3248,www.afd123.com,Sam,,",Lisa Leso,",
FloorEver Interiors,2705 s Alma School rd,Chandler,85286,AZ,(480) 899-2640,http://www.flooreverinteriors.com/,Jeanne Mcmurdy,jmcmurdy@cox.net,",,",
Hagopian Rug Outlet,14000 W. Eight Mile Road,Oak Park,48237,MI,(248) 546-7847,www.originalhagopian.com,Edmond Hagopian,edmond@originalhagopian.com,",,",
Tina`s Interior Design,2757 Bechelli Lane,Redding,96002,CA,(530) 223-1195,http://interiordesignresources.com/,Tina Hitchcock,tina@interiordesignresources.com,",,",
Value Carpet One,1530 N Salisbury Blvd.,Salisbury,21801,MD,(410) 742-5224,http://www.valuecarpetonesalisbury.com/,Chris Adams,cindypilchardco@comcast.net,"Chris Adams,Terry Banks,Chris Adams",terrybanks@comcast.net
Interiors by Jayme,633 SW 153rd St,Burien,98166,WA,(206) 246-1122,N/A,Brian Trautmann,interiorsbyjayme@msn.com,"Brian Trautmann,,Brian Trautmann",
Call for Carpet,937 Ulster Ave.,Kingston,12401,NY,(845) 338-5104,,Andy Bahl,android52@gmail.com,"Andy Bahl,Andy Bahl,Andy Bahl",
Bay Carpet,65-04 Myrtle Ave,Glendale,11385,NY,(718) 366-5001,www.baycarpet.com,Karl Lifavi,baycarpet@yahoo.com,"Karl,,Karl",
Indiana Flooring,313 E 14th St,Anderson,46016,IN,(765) 643-6635,www.indianacarpetone.com,Mike,,",,",
C. C. CARPET,7600 AMBASSADOR ROW,DALLAS,75247,TX,(214) 631-0704,WWW.CCCARPET.COM,MARK FITZGERALD,mark@cccarpet.com,"MARK FITZGERALD,,MARK FITZGERALD",
Casey Carpet One,4201 South Georgia,Amarillo,79110,TX,(806) 318-9127,http://www.caseycarpetoneamarillo.com/,Dick/Dusty Doyle,,",,",
James Flooring,4490 US Highway 1 N. #107,Bunnell,32110,FL,(386) 445-4050,www.jamesflooring.net,John James,jamesbroscarpet1@bellsouth.net,"John James,,John James",
Village Carpets & Interiors,1425 N Magnolia Avenue,El Cajon,92020,CA,(619) 401-6472,www.villagecarpetsinc.com,George Woods,,"Randy Woods,Randy Woods,Randy Woods",
Roy Bennett Furniture,311 Main St.,Quincy,62301,IL,(217) 222-1240,www.roybennettfurniture.com,Mac Bennett,,"Ann Bennett-Wright,Ann Bennett-Wright,Ann Bennett-Wright",wright125@adams.net
Amore Floor Covering,1165 Boston Post Road,West Haven,6516,CT,(203) 933-7523,www.amorefloorcovering.com,Annamarie Amore,amorefloor@aol.com,",Lori,",
River Floors,12450 Eaton Commerce Parkway,Columbia Station,44028,OH,(440) 748-2813,www.riverfloors.com,Jeff Cooper,jeff@riverfloors.com,"Jeff Cooper,,Jeff Cooper",
B & B Flooring,2217 Dryden Rd,Dryden,13053,NY,(607) 844-4901,www.bbfloor.com,Bruce Baker,bruce@bbfloors.com,"Bruce Baker,,Bruce Baker",
Castle Floor Covering,2122 S Dale Mabry Hwy,Tampa,33629,FL,(813) 877-1823,www.castlecarpetone.com,Larry / Joseph Cox,joe@flooringsolutionsflorida.com,"Joseph Cox,Jennifer,Joseph Cox",Jennifer
Wagner's Home Furnishings,916 SW Higgins,Missoula,59803,MT,(406) 728-3214,http://wagnershomefurnishings.com/index.html,Mike Wagner,info@wagnershomefurnishings.com,"Dan Brockway,Dan Brockway,Dan Brockway",infowagnershomefurnishings.com
Coastal Paint & Decorating,63 PORTLAND RD.,Kennebunk,4043,ME,(207) 985-3317,www.coastaldecorating.com,Steve Mahler,steve@coastaldecortaing.com,",Doug Mahler,",
Home Choice,8719 Kingston Pike,Knoxville,37923,TN,(865) 357-7007,www.thehomechoice.net,Spencer Collins,Spencer@thehomechoice.net,"Amanda Armstrong,Jack Simmons,Amanda Armstrong",Jack@thehomechoice.net
Legacy Floor Covering,2471 I-40 West,Amarillo,79109,TX,(806) 331-0094,http://legacyfloorcovering.com/index.htm,Rick Walders,rick.legacy@nts-online.net,"Rick Walders,,Rick Walders",
Rufener Furniture,137 E. Ohio St.,Rittman,44270,OH,(330) 925-9065,http://rufenersfinefurniture.com/,Steve Rufener,steverufener@yahoo.com,"Steve Rufener,,Steve Rufener",
Straus Carpets,2828 Ford Str,Oakland,94601,TN,(510) 428-2828,www.strauscarpets.com,Tom Straus,Tom@strauscarpets.com,",Liz Trujillo,",Liz@strauscarpets.com
Great American Carpet Store,3103 S 3rd St Pl,Terre Haute,47802,TN,(812) 234-7070,,Wayne Gore,floors@ma.rr.com,",Wayne Gore,",floors@ma.rr.com
Deel's Floor Covering,3204 Memorial Blvd,Kingsport,37664,TN,(423) 247-8157,http://deelsfloorcoverings.com/component/content/frontpage,David Caperton,davecapetron@hotmail.com,"David Caperton,,David Caperton",
Kehnes Carpet One,1306 W Patrick St,Frederick,21703,MD,(301) 662-2141,http://www.kehnescarpetonefrederick.com/,,,"Dick Santora,Dick Santora,Dick Santora",dick@kehnes.com
Nantucket Home,603 Broadway,Chico,95928,CA,(530) 895-1038,www.natuckehomeinc.com,Rick & Nan Tofanelli,rick@nantuckethomeinc.com,"Rick Tofanelli,Robing Tofanelli-Cook,",Robing Tofanelli-Cook
Burgess Carpet Center,4123 Forsyth Rd,Macon,31210,GA,(478) 742-3366,N/A,,burgessdesigncenter@gmail.com,"Mickey,Mickey Rivers,Mickey",peter.schultz@gmail.com
UBS Design Center,30 Oak St.,Westerly,2891,RI,(401) 596-2831,www.unitedbuilderssupply.com,,,"Andrew Plasse,Andy Plasse,Andrew Plasse",Andy Plasse
Guido's Soft Step Floor Covering,271 West Boylston Street,West Boylston,1583,MA,(508) 835-2928,www.guidosoftstep.net,Paul caracciolo,,",Paul Caracciolo,",
Angelos Carpet,942 S Woodbourne Rd,Levittown,19057,PA,(215) 547-5576,http://www.angeloscarpetonelevittown.com/,Angelo Palasano,angelo@angeloscarpet.com,"Jim McGowan,Jim McGowan,Jim McGowan",
Carousel Custom Floors,676 E Green St,Pasadena,91101,CA,(626) 795-8085,http://www.carouselfloors.com/,Terry O~Toole,carouselfloors@earthlink.com,"Terry O~Toole,Marv Schoenrock,Terry O~Toole",Marv Schoenrock
Carpet One Valley Flooring,1133 West Cook Street,SANTA MARIA,93454,CA,(805) 925-8718,http://www.carpetonesantamaria.com/about/index.htm,Ron Ferrari,Rferrari29@hotmail.com,"Ron Ferrari,,Ron Ferrari",
Jack Twohig's Floor Covering,600 Fond Du Lac Ave,Fond Du Lac,54935,WI,(920) 921-8940,http://www.jacktwohigcarpetonefonddulac.com,Jack Twohig,,"Jack Twohig,Tom Huettl,Jack Twohig",
Mr Robert Furniture,109 E Main St,Norman,73069,OK,(405) 321-1818,N/A,Steve Calonkey,,"Steve Calonkey,,Steve Calonkey",misterrobert@coxinet.net
Carpet One,1111 W. Washington Center Rd,Fort Wayne,46825,IN,(260) 489-4584,http://www.carpet1fortwayne.com,Steve Lipp,carpetonefw@comcast.net,",,",
The Floor Store,725 E Baseline Road,Gilbert,85233,AZ,(480) 833-4455,http://www.floorstoreaz.com/,Bob Galvin,bob@floorstoreaz.com,"Bob Galvin,Marla Dutton,Bob Galvin",mdutton@floorstoreaz.com
Justice & Company,2462 Pearl Rd.,Medina,44256,OH,(330) 225-6000,http://www.Justiceandcompany.com/,James A. Justice,jjustice@justiceandcompany.net,"James A. Justice,,James A. Justice",
Sedona Window and Flooring Solutions,2550 West Hwy 89a,Sedona,86336,AZ,(928) 282-5496,http://www.sedonawfs.com/,Jared and Tanya Adams,info@sedonawfs.com,",Jared Adams,",info@sedonawfs.com
2ND CENTURY RUG CO.,3594 MAIN STREET,Vancouver,V5V 3N3,BC,(604) 733-4811,http://www.2ndcenturyrug.ca/,,,",,",
Durfee's Carpet Center,29 Bath Rd,Brunswick,4011,ME,(207) 729-0042,http://www.durfeesflooringcenter.com/index.php,Shirley Durfee,,"Andy Hartigan,Andy Hartigan,Andy Hartigan",
Allen Interiors,9849 Manchester Rd,St Louis,63119,MO,(314) 961-4111,www.dabbierifloorsalleninterior.com,Bill Allen,allenshowroom@hotmail.com,"Bill Allen,,Bill Allen",
