name,address,city,state,websites,phone,owners,other_emails,primary_email,,,,,,,,,,,,,,,,,,
"Centex Carpet & Interiors,THE DRAPERY SHOP OF WACO INC",3716 Franklin Ave,Waco,TX,"http://www.centexcarpet.com/,http://centexmfg.com/,",(254) 753-7021,Chris Klesse,chrisk@centexmfg.com,info@centexmfg.com,,,,,,,,,,,,,,,,,,
"Century Flooring,CARPET SUPERMART",7295 NW 41st Street,Miami,FL,"www.centruyflooring.us,Not found,",(305) 594-9922,Raul Marzoa,centuryf@bellsouth.net,Eddy@CenturyFlooring.us,,,,,,,,,,,,,,,,,,
Chase Carpets & Tile,6203 N. Capital of Texas Highway,Austin,TX,"www.chasecarpets.com,",(512) 360-2222,Marc Chase,marc@chasecarpets.com,chris@chasecarpets.com,,,,,,,,,,,,,,,,,,
Choice Floor Specialists Inc,2822 North Nebraska Ave.,York,NE,"http://www.choicefloorsinc.com/,",(402) 362-7778,Douglas Heffelfinger,,erincfs@windstream.net,,,,,,,,,,,,,,,,,,
Choice Home Center Inc,8005 S Maryland Blvd,Owings,MD,"www.choicefloorcenter.com,",(301) 855-6626,Glenn Walker,gwalker@choicefloorcenter.com,dshepherd@choicefloorcenter.com,,,,,,,,,,,,,,,,,,
Christophers Home Fashion,3321 Main Street Suite C-1,Manchester,MD,"www.chrishomefashion.com,",(410) 374-2128,Chris Hojnowski,,info@carpettocabinets.com,,,,,,,,,,,,,,,,,,
Churchills,127 Grove St,Montclair,NJ,"churchillrugs.com,",(973) 746-6820,Mark Friedman,mark@churchillrugs.com,,,,,,,,,,,,,,,,,,,
Clark Dunbar Carpet & Rugs,3232 Empire Dr,Alexandria,LA,"http://clarkdunbarsuperstore.com/,",(318) 445-0262,Tj Anderson,,clarkdunbar@suddenlinkmail.com,,,,,,,,,,,,,,,,,,
Classic Flooring and Design,560 Industrial Way,Fallbrook,CA,"www.classicflooringanddesign.com,",(760) 723-8131,John & Michelle Alonso,ccarpetfallbrook@yahoo.com,classicflooringanddesign@yahoo.com,,,,,,,,,,,,,,,,,,
Classic Galleries,243 MAIN STREET,HUNTINGTON,NY,"http://www.classicgalleriesfurniture.com,",(631) 427-1045,Alan Fromkin,,classicstore@optonline.net,,,,,,,,,,,,,,,,,,
Cleveland Floor Covering/Abbey 341,1336 E Dixon Blvd,Shelby,NC,"http://www.clevelandfloorcovering.com/,",(704) 482-6351,Kenneth Whitaker ,,info@Clevelandfloorcoverings.com,,,,,,,,,,,,,,,,,,
Cloud Carpets,7351 W Lake Meade,Las Vegas,NV,"http://www.cloudcarpetonelasvegas.com/,",(702) 631-2850,Roy Shelton,,N/A,,,,,,,,,,,,,,,,,,
Coastal Paint & Decorating,63 PORTLAND RD.,Kennebunk,ME,"www.coastaldecorating.com,",(207) 985-3317,Stephen Mahler,Steve@coastaldecorating.com,info@coastaldecorating.com,,,,,,,,,,,,,,,,,,
Colonial Brandywine Rug Co,2107 Concord Pike,Wilmington,DE,"http://www.colonialbrandywinerug.com/,",(302) 654-1121,Norma Mc Gee,colbrarug@aol.com,colbrarug@aol.com,,,,,,,,,,,,,,,,,,
Columbia River Carpet One,105 B Street West,Rainier,OR,"http://www.columbiarivercarpetonerainier.com/,",(503) 556-0171,Leroy Nelson,,N/A,,,,,,,,,,,,,,,,,,
"Commercial Flooring, Inc.",3418 E Pershing Blvd,Cheyenne,WY,"http://www.carpet1cheyenne.com/,",(307) 632-6449,Doug Finch,dwfinch@juno.com,N/A,,,,,,,,,,,,,,,,,,
"CONKLIN BROTHERS OF,Fox Floors",2391 RICHMOND AVE.,STATEN ISLAND,NY,"NOT FOUND,www.foxfloors.com,",(718) 494-4300,Scott Markoff,Foxfloors@aol.com,Email Address foxfloors@aol.com,,,,,,,,,,,,,,,,,,
Connell Carpet One,2005 Veterans Blvd,Dublin,GA,"http://twitter.com/GranttyGo,",(478) 272-9886,David Connell,,N/A,,,,,,,,,,,,,,,,,,
CONTEMPO FLOOR COVERINGS INC,2460 OVERLAND AVE,LOS ANGELES,CA,"http://www.contempofloorcoverings.com/,",(310) 837-8110,Mark & David Haloossim,markh@contempofloorcoverings.com / d.haloossim@contempofloorcoverings.com / haloossim_david@contempofloorcoverings.com / david-haloossim@contempofloorcoverings.com / m.haloossim@contempofloorcoverings.com,info@contempofloors.com,,,,,,,,,,,,,,,,,,
"CONTEMPO FLOORS,Contempo Floor Covering",902 SOUTH BARRINGTON AVE,LOS ANGELES,CA,"http://www.contempofloorcoverings.com,http://www.contempofloorcoverings.com/,",(310) 826-8063,Mark & David Haloossim,markh@contempofloorcoverings.com / d.haloossim@contempofloorcoverings.com / haloossim_david@contempofloorcoverings.com / david-haloossim@contempofloorcoverings.com / m.haloossim@contempofloorcoverings.com,info@contempofloors.com,,,,,,,,,,,,,,,,,,
Contract Carpet Systems,10212 Southard Drive,Beltsville,MD,"www.contractcarpetsystems.com,",(301) 937-0030,Kurt Zanelotti,dcallaghan@contractcarpetsystems.com,N/A,,,,,,,,,,,,,,,,,,
"CONTRACT TILE & CARPET,Interiors by France",322 N 26TH STREET,BISMARCK,ND,"NOT FOUND,www.interiorsbyfrance.com,",(701) 223-8818,Holly Moorell & France Splonskowski & Holly Splonskowski,hmoorell@interiorsbyfrance.com,designer.ibf@midconetwork.com,,,,,,,,,,,,,,,,,,
Cottage Floors,8365 Monterey St,Gilroy,CA,"www.cottagefloors.com,",(408) 842-0215,Thomas Ruiz,thruiz@garlic.com,N/A,,,,,,,,,,,,,,,,,,
"Courtesy Carpet,CHOICE FLOORING COMPANY",921 White Plains Rd,Trumbull,CT,"http://www.courtesycarpet.com/,www.choiceflooring.co.uk,",(203) 261-2597,Ellen Reilly,,courtesycarpetinc@yahoo.com,,,,,,,,,,,,,,,,,,
Coverings by Design,1301 W 5th st,Washington,NC,"www.coveringsbydesign.com,",(252) 946-9301,Greg Respess,,webstudio@shawinc.com,,,,,,,,,,,,,,,,,,
Coyle Carpet,250 W. Beltline Hwy,Madsion,WI,"http://www.coylecarpetonemadison.com/,",(608) 257-0291,Patrick Coyle,,N/A,,,,,,,,,,,,,,,,,,
Creative Interiors,1404 Boundary Street,Beaufort,SC,"http://www.creativeinteriorsbeaufort.com/,",(843) 524-2612,William & Elizabeth Dukes,william@CreativeCarpetOne.com,leads@carpetone.com,,,,,,,,,,,,,,,,,,
Crest Wholesale Carpet Distributors,6412 Hamilton Blvd,Allentown,PA,"www.crestcarpet.com,",(610) 395-3395,Steven Weisburg,crestcarpet@aol.com,info@crestcarpet.com,,,,,,,,,,,,,,,,,,
Culver Rug Company,708 Mall Blvd.,Savannah,GA,"www.culverrug.com,",(912) 354-6232,Earle & Walter Culver,,srinehart@culverrug.com,,,,,,,,,,,,,,,,,,
Custom Tile Works,110 West Naches,Selah,WA,"http://www.customtileworks.net/,",(509) 697-7028,John Maher,,customtileworks@centurytel.net,,,,,,,,,,,,,,,,,,
Cutlers Inc,33 W William St,Corning,NY,"www.cutlersinc.com,",(607) 962-2466,Kathy & Harold Cutler Sr,kathycutler@stny.rr.com,cutlerscarpeting@stny.rr.com,,,,,,,,,,,,,,,,,,
Dalton Flooring Inc.,15986 Middlebelt Rd.,Livonia,MI,"http://www.daltonflooringcenter.com/,",(734) 522-5100,Sam Salloum,,flooringcenter@yahoo.com,,,,,,,,,,,,,,,,,,
DAVID LOUIS FLOOR COV CORP,867 ALBANY ST,SCHENECTADY,NY,"http://davidlouisfloorcovering.com/,",(518) 370-0243,Louis Restifo,lou@davidlouisfloorcovering.com,lou@davidlouisfloorcovering.com,,,,,,,,,,,,,,,,,,
David Morris Co,1378 Sutter St,San Francisco,CA,"http://www.davidmorris.com/,",(415) 346-8333,David Morris,,enquiries@davidmorris.com,,,,,,,,,,,,,,,,,,
"DAVID TIFTICKJIAN & SONS,D S Tiftickjian & Sons",5225 SHERIDAN DRIVE,WILLIAMSVILLE,NY,"http://tiftickjianrugsdirect.com/index/,http://tiftrugs.com/aboutus.htm,",(716) 634-8835,Chris Tiftickjian,tiftrugs@aol.com,info@tiftrugs.com,,,,,,,,,,,,,,,,,,
DC Carpet One Floors & Home,4824 Macarthur Blvd N.W.,Washington,DC,"http://www.carpetonedc.com/,",(202) 333-2363,Frank Inanloo,frank.inanloo@moderncarpetone.com,N/A,,,,,,,,,,,,,,,,,,
Deans Carpet & Decorating Center,186 Granite Street,Manchester,VA,"http://www.deanscarpetonemanchester.com/,",(603) 668-0200,George Katis,-,N/A,,,,,,,,,,,,,,,,,,
DECORATIVE CARPETS INC,8900 MELROSE AVE,W. HOLLYWOOD,CA,"http://decorativecarpets.com/,",(310) 859-6333,Sara & George Sugarman,sara@decorativecarpets.com,karen@figilis.com,,,,,,,,,,,,,,,,,,
Design Gallery,3820 S Yellowstone,Idaho Falls,ID,"http://www.designgalleryidaho.com/,",(208) 523-5688,Gaylon Bean,gaylon@designgalleryidaho.com,designsales@designgalleryidaho.com,,,,,,,,,,,,,,,,,,
"DESIGN IDEAS FENTON,Maguire's 5th Avenue Floors",2521-5TH AVE N.W,CALGARY,CN,"Not found,http://www.maguiresflooring.com,",(403) 270-2205,Greg & Sean Maguire ,sean@maguires.ab.ca,info@Maguires.ab.ca,,,,,,,,,,,,,,,,,,
Designer Carpets,1010 W Main,Lebanon,TN,"www.designercarpets.com,",(615) 453-3000,,,handelsagenturjoerg@t-online.de,,,,,,,,,,,,,,,,,,
Dillabaughs Flooring America,2895 South Federal Way,Boise,ID,"http://www.dillabaughsflooringamerica.com/,",(208) 287-2450,,,N/A,,,,,,,,,,,,,,,,,,
Distinctive Interiors,2800 E Outer Drive,Marion,IL,"www.distinctiveinteriors.info,",(618) 993-2202,,,N/A,,,,,,,,,,,,,,,,,,
DLW LLC,3217 N SHADELAND AVE,INDIANAPOLIS,IN,"http://www.drexelin.com/,",(317) 545-2174,,,N/A,,,,,,,,,,,,,,,,,,
"Dodgson Interiors,PROSOURCE WHOLESALE",14 Palmetto Business Park,Hilton Head Island,SC,"www.dodgsonflooring.com,1429 WEST PIONEER PARKWAY,",(843) 842-9854,,,info@dodgsonflooring.com,,,,,,,,,,,,,,,,,,
"DORELLO CARPETS & AREA RUGS,,FLOOR COVERING WAREHOUSE,Dorello Carpets",594 MAIN AVENUE,NORWALK,CT,"http://www.dorellocarpet.com,www.floorcoveringwarehouse.org,http://www.dorellocarpet.com/,",(203) 847-0335,,,n/a,,,,,,,,,,,,,,,,,,
Douds of Plumville,254 Main St,Plumville,PA,"http://www.doudsfurniture.com,",(724) 397-5511,,,info@doudsfurniture.com,,,,,,,,,,,,,,,,,,
"Doug`s Carpet House,HEMLOCK INTERIORS",4901 Jefferson Davis Hwy,Fredricksburg,VA,"http://www.carpethouseva.com/,www.carpethouseva.com,",(540) 898-0003,,,sales@simmsfurniture.com,,,,,,,,,,,,,,,,,,
Downeast Rug Company,659 Warren Avenue,Portland,ME,"http://www.downeastrugcompany.com/,",(207) 772-9680,,,N/A,,,,,,,,,,,,,,,,,,
Durfee's Carpet Center,29 Bath Rd,Brunswick,ME,"http://www.durfeesflooringcenter.com/index.php,",(207) 729-0042,,,durfeescarpet@myfairpoint.net,,,,,,,,,,,,,,,,,,
"EATMAN'S INC,Carpet One by Henry",2010 NORTH CHURCH STREET,GREENSBORO,NC,"www.eastmancarpet.com,http://www.carpetonebyhenrygreensboro.com/,",(336) 379-1018,,,frank@eastmancarpet.com,,,,,,,,,,,,,,,,,,
Edstrom's,3515 23rd Ave,Moline,IL,"www.edstromscarpets.com,",(309) 764-7429,,,N/A,,,,,,,,,,,,,,,,,,
"ELTE CARPETS LIMITED,Elte Carpets Ltd",80 RONALD AVE.,TORONTO,CN,"www.elte.com,http://www.elte.com/,",(416) 785-7885,,,info@elte.com,,,,,,,,,,,,,,,,,,
Ernies In Ceresco,318 South 2nd Street,Ceresco,NE,"www.erniesinceresco.com,",(402) 665-3151,,,N/A,,,,,,,,,,,,,,,,,,
Esprit Decor,107 Kegman Rd West,Chesapeake,VA,"http://www.esprit-decor.com/,",(757) 482-5175,,,rickyc@esprit-decor.com,,,,,,,,,,,,,,,,,,
Exeter Decorating Center Inc,164 Epping Rd,Exeter,NH,"www.exeterdecorating.com,",(603) 778-7540,,,Decorate@ExeterDecorating.com,,,,,,,,,,,,,,,,,,
"Faber's Rug Company,FABER'S RUG CO. INC.,BAY DESIGN",9 Central Street,Wellesley,MA,"www.fabersrug.com,http://www.faberrug.com,www.bay-design.co.uk,",(781) 235-5996,,,faber@faberrug.com,,,,,,,,,,,,,,,,,,
Fairchild Floors,1404 E. Front Street,Port Angeles,WA,"http://www.fairchildfloors.com/,",(360) 457-1411,,,ffloors@olypen.com,,,,,,,,,,,,,,,,,,
Family Carpet,501 Division St,Parkersburg,WV,"http://familyinteriors.com/,",(304) 375-7545,,,evan@familyinteriors.com,,,,,,,,,,,,,,,,,,
Family Floors,553 Baltimore Annapolis Blvd,Severna Park,MD,"www.familyfloors.com,",(410) 647-1115,,,bkarner@familyfloors.com,,,,,,,,,,,,,,,,,,
Feasterville Floor,410 W St Rd,Feasterville,PA,"http://www.feastervillefloor.com/,",(215) 355-4100,,,N/A,,,,,,,,,,,,,,,,,,
"Felikian Carpet One,FELIKIAN BROS., INC.,INTERIORS BY FRANCE OF",188 N Rosemead Blvd,Pasadena,CA,"http://www.felikiancarpet.com/,www.felikiancarpet.com,http://www.felikiancarpet.com/index.html,",(626) 795-2821,,,N/A,,,,,,,,,,,,,,,,,,
Finstad's Carpet One,501 Fuller Ave.,Helena,MT,"http://www.finstadscarpetonehelena.com/,",(406) 442-5501,,,N/A,,,,,,,,,,,,,,,,,,
"Fishers Floor Covering,BOB WAGNER'S MILL CARPET",1572 Wilmington Pike,West Chester,NY,"N/A,http://www.bobwagner.com/,",(610) 558-0900,,,N/A,,,,,,,,,,,,,,,,,,
Fitz Flooring,3817 Bow Trail SW,Calgary,AB,"www.fitzflooring.com,",(403) 686-3370,,,info@fitzflooring.com,,,,,,,,,,,,,,,,,,
Flairmont Furniture,1836 East Main Street,Montrose,CO,"www.flairmontfurniturecarpetone.com,",(970) 249-4116,,,N/A,,,,,,,,,,,,,,,,,,
Floor Creations,1955 Sigman Rd,Conyers,GA,"www.afloorcreation.com,",(770) 918-0043,,,N/A,,,,,,,,,,,,,,,,,,
Floor Decor Carpet One Floor & Home,1870 E. Grand Avenue,Lindenhurst,IL,"www.floordecorcarpetonelindenhurst.com,",(847) 265-7493,,,N/A,,,,,,,,,,,,,,,,,,
FLOOR DESIGNS INC,25 RHODE ISLAND,SAN FRANCISCO,CA,"Floordesign.com, www.floordesign.biz,",(415) 626-1005,,,N/A,,,,,,,,,,,,,,,,,,
Floor Dimensions,1081 Eastshore Hwy,Albany,CA,"www.Floordimensions.com,",(510) 525-5656,,,sales@floordimensions.com,,,,,,,,,,,,,,,,,,
Floor Expo and Design,18020 Euclid St,Fountain Valley,CA,"http://www.floorexpoonline.com/,",(714) 979-1007,,,info@FloorExpoOnline.com,,,,,,,,,,,,,,,,,,
Floor Fashions of Virginia,2422 Richmond Rd Rt 250,Charlottesville,VA,"www.floor-fashions.net,",(434) 296-7744,,,mthomas@floor-fashions.net,,,,,,,,,,,,,,,,,,
"Floor Fashions,TRANS ATLANTA INDUSTRIES",990 S. Rogers Circle,Boca Raton,FL,"www.floridafloorfashions.com,Not found,",(561) 997-2101,,,glachowicz@floridafloorfashions.com,,,,,,,,,,,,,,,,,,
Floor Master Carpet One,63 Quaker Rd,Queensbury,NY,"http://www.floormastercarpetonequeensbury.com/,",(518) 793-3367,,,N/A,,,,,,,,,,,,,,,,,,
Floor Right Interiors,2915 - 32 Street South,Lethbridge,AB,"www.floorright.ca,",(403) 329-1780,,,sales@floorright.ca,,,,,,,,,,,,,,,,,,
Floor to Ceiling Carpet One,360 36th St. SW,Fargo,ND,"http://www.floortoceilingcarpetone.com/,",(701) 237-6601,,,mroman@ftcc1.com,,,,,,,,,,,,,,,,,,
Floor To Ceiling Store,224 St. Andrews Dr.,Mankato,MN,"http://www.floortoceiling.com/,",(507) 625-3472,,,info@floortoceiling.com,,,,,,,,,,,,,,,,,,
FloorEver Interiors,2705 s Alma School rd,Chandler,AZ,"http://www.flooreverinteriors.com/,",(480) 899-2640,,,design@flooreverinteriors.com,,,,,,,,,,,,,,,,,,
Flooring America,Suite # 300,Clive,IA,"fivestarfa.com,",(515) 331-4613,,,N/A,,,,,,,,,,,,,,,,,,
Flooring America,13150 Midlothian Tpke,Midlothian,VA,"www.flooringamericarichmond.com/,",(804) 794-7449,,,N/A,,,,,,,,,,,,,,,,,,
Flooring America,2970 Plummers Cove Rd,Jacksonville,FL,"http://www.flooringamerica.com,",(904) 880-5252,,,N/A,,,,,,,,,,,,,,,,,,
Flooring America of Bradenton,3200 Cortez Rd West,Bradenton,FL,"http://www.flooringamericaofbradenton.com/,",(941) 756-1213,,,info@flooringamerica.com,,,,,,,,,,,,,,,,,,
Flooring America of Seminole,9012 Seminole Blvd,Seminole,FL,"www.floorcolorcenter.com,",(727) 397-5509,,,N/A,,,,,,,,,,,,,,,,,,
Flooring by Cogdill,P.O Box 8267,Columbia,SC,"http://cogdills.com/Ads/karastan.htm,",(800) 927-7461,,,gcogdill@cogdills.com,,,,,,,,,,,,,,,,,,
Flooring CA,125 Cross Ave UnitC5,Oakville,ON,"www.flooringca.com,",(905) 849-4472,,,customercare@flooringca.com,,,,,,,,,,,,,,,,,,
Flooring Distributors,1350 S. State College Blvd,Anaheim,CA,"http://www.flooringdistributorsca.com/,",(714) 687-1166,,,N/A,,,,,,,,,,,,,,,,,,
Flooring Expo,25141 Lorain Rd,North Olmsted,OH,"http://flooringexpoonline.net,",(440) 777-5500,,,N/A,,,,,,,,,,,,,,,,,,
Flooring Max / Main Office,PO Box 2208,Leonardtown,MD,"http://www.flooringmaxinc.com/,",(301) 705-7995,,,N/A,,,,,,,,,,,,,,,,,,
Flooring Solutions,3206 Raasch Drive Suite # 100,Norfolk,NE,"www.flooringsolutions.com,",(402) 379-5757,,,N/A,,,,,,,,,,,,,,,,,,
Flooring Systems,6640 Phelan,Beaumont,TX,"Flooringsys.com,",(409) 347-8516,,,info@flooringsys.com,,,,,,,,,,,,,,,,,,
Floors & More,600 Bay St.,Eustis,FL,"http://www.floorsandmore.net/,",(352) 483-0606,,,n/a,,,,,,,,,,,,,,,,,,
Floors Etc.,1110 Reisterstown Road,Pikesville,MD,"www.floorsetc.com,",(410) 484-4123,,,Sandra-Danny@FloorsEtcetera.com,,,,,,,,,,,,,,,,,,
Floors To Go Outlet,1762 Rogers Circle,Campbell,CA,"www.northsanjose.floorstogo.com/,",(408) 378-7700,,,N/A,,,,,,,,,,,,,,,,,,
Floors*USA,555 S. Henderson Road,King of Prussia,PA,"www.floorsusa.com,",(610) 757-4000,,,info@floorsusa.com,,,,,,,,,,,,,,,,,,
Floorscapes Inc,6230 Centre Street SE,Calgary,AB,"www.floorscapes.net,",(403) 296-0985,,,N/A,,,,,,,,,,,,,,,,,,
"FLOORSMART, INC.,Home Design Center & Flooring",8501-1-B TYCO ROAD,VIENNA,VA,"www.homedesigncenterandflooring.com,www.homedesigncenterandflooring.com,",(703) 883-8010,,,N/A,,,,,,,,,,,,,,,,,,
Floortech,10180 Washington Ave,Sturtevant,WI,"www.floortechinternational.com/,",(262) 554-4645,,,jonathan@floortechinternational.com,,,,,,,,,,,,,,,,,,
Floortex of Marin,5768 Paradise Dr,Corte Madera,CA,"http://www.floortexdesign.com/,",(415) 924-6545,,,rudyhassid@yahoo.com,,,,,,,,,,,,,,,,,,
FLOORWORKS,3001 RED HILL AVE STE 2-104,COSTA MESA,CA,"http://www.floorworks.net/,",(714) 540-6383,,,N/A,,,,,,,,,,,,,,,,,,
Florcraft Inc.,1991 Fox Ave.,Fairbanks,AK,"http://www.florcraftcarpetonefairbanks.com,",(907) 452-1423,,,N/A,,,,,,,,,,,,,,,,,,
Florence Carpet & Tile,1706 Pamplico Hwy,Florence,SC,"http://www.florencecarpetandtile.com/,",(803) 669-1851,,,fct@florencecarpetandtile.com,,,,,,,,,,,,,,,,,,
"Frank Patton Interiors Inc.,THE CHARLES SHOP",13133 Manchester Rd.,St. Louis,MO,"www.frankpattoninteriors.com,NOT FOUND,",(314) 965-4240,,,designstaff@frankpatton.com,,,,,,,,,,,,,,,,,,
"Fred Callaghan Carpet & Flooring,NEW YORK CARPET DIST. INC",500 W lincoln Highway,Fraizer,PA,"www.fredcallaghanflooring.com,not found,",(610) 647-5566,,,N/A,,,,,,,,,,,,,,,,,,
FREDS RUG SERVICE,2153 W TORRANCE BLVD,TORRANCE,CA,"http://www.fredscarpetsplus.com/,",(310) 533-8133,,,n/a,,,,,,,,,,,,,,,,,,
Furniture Galleries Carpet One,465 Pittsburgh Rd,Butler,PA,"www.furnitureandfloors.com,",(724) 586-9350,,,cjcampisi@zoominternet.net,,,,,,,,,,,,,,,,,,
Gary Denney Floor Covering Inc,816 W 6th St,The Dalles,OR,"http://www.garydenneyfloorcovering.com/,",(541) 298-4252,,,N/A,,,,,,,,,,,,,,,,,,
"Gene's Floor Covering II, Inc.",3741 Gulf Shores Pkwy,Gulf Shores,AL,"http://www.genesfloorcovering.com/,",(251) 968-6456,,,N/A,,,,,,,,,,,,,,,,,,
Gentile's Floor Center,1100 Central Ave,Albany,NY,"http://www.gentilesfloorcenter.com/,",(518) 459-2440,,,GENTILESINC@NYCAP.RR.COM,,,,,,,,,,,,,,,,,,
Georges Carpet & Supplies Inc.,216 West 2nd Street,Roswell,NM,"http://www.georgescarpetandtile.com/,",(505) 624-0901,,,N/A,,,,,,,,,,,,,,,,,,
Gerridy's LTD,2915 Redhill Ave Suite F105,Costa Mesa,CA,"http://dabbierifloorsgerridyslimited.com/Showroom.aspx,",(714) 540-7273,,,N/A,,,,,,,,,,,,,,,,,,
Gilman Floors,1113 Fording Island Road,Bluffton,SC,"www.gilmanfloors.com/index2.htm,",(843) 757-5800,,,info@gilmanfloors.com,,,,,,,,,,,,,,,,,,
Glendale Carpet One,1203 S. Central Ave.,Glendale,CA,"www.c1glendale.com,",(818) 243-4251,,,N/A,,,,,,,,,,,,,,,,,,
"Go Green Flooring,FRONT RANGE INTERIORS, LLC",5485 Western Ave,Boulder,CO,"www.gogreenflooring.com,www.frontrangeinteriors.com/,",(303) 440-4429,,,jarrus@gogreenflooring.com,,,,,,,,,,,,,,,,,,
Gold River Flooring Gallery,4339 Granite Drive,Rocklin,CA,"www.goldriverfloors.com,",(916) 415-1056,,,N/A,,,,,,,,,,,,,,,,,,
Graffis Furniture,5517 US 31 South,South Bend,IN,"www.graffisfurniture.com,",(574) 291-1660,,,info@graffisfurniture.com,,,,,,,,,,,,,,,,,,
Grahams Carpet,2525 - 25th St.,Columbus,IN,"http://www.grahamscarpets.co.uk/,",(812) 372-3311,,,grahamscarpets@yourfloors.co.uk,,,,,,,,,,,,,,,,,,
Grand Design,9636 85th Ave. North,Maple Grove,MN,"http://www.gdfloorsmn.com/home.html,",(763) 424-3736,,,mwanderson@gdfloorsmn.com,,,,,,,,,,,,,,,,,,
Greater Tennessee Flooring,222 W Baxter Ave,Knoxville,TN,"www.greatertennessee.com,",(865) 522-0606,,,info@greatertennessee.com,,,,,,,,,,,,,,,,,,
"GREENBAUM HOME FURN.,Charlotte`s Furniture & Flooring",5411 NO. MESA,EL PASO,TX,"Not found,www.charlottesflooring.com,",(915) 581-1111,,,info@charlottesflooring.com,,,,,,,,,,,,,,,,,,
Griffis Tile Company Inc,4901 E Silver Springs Blvd,Ocala,FL,"www.griffistileandflooring.com,",(352) 438-0060,,,info@griffistileandflooring.com,,,,,,,,,,,,,,,,,,
Grindstaff's,1007 W Main St,Forest City,OH,"www.grindstaffs.com,",(704) 245-4263,,,N/A,,,,,,,,,,,,,,,,,,
Guido's Soft Step Floor Covering,271 West Boylston Street,West Boylston,MA,"www.guidosoftstep.net,",(508) 835-2928,,,Gui2928@aol.com,,,,,,,,,,,,,,,,,,
Haight Carpet & Interiors,12910 NE 178th St.,Woodinville,WA,"www.haightcarpet.com,",(425) 485-1354,,,N/A,,,,,,,,,,,,,,,,,,
Haley's Flooring,2806 Bob Wallace Ave,Huntsville,AL,"www.carpetsystemsofhsv.com,",(256) 536-8086,,,webstudio@shawinc.com,,,,,,,,,,,,,,,,,,
"HALLS INC,Pearlmans Carpet One",P O BOX 8575,ASHEVILLE,NC,"Not found,www.pearlmanscarpet.com,",(828) 252-1594,,,N/A,,,,,,,,,,,,,,,,,,
Halpins Carpets,7740 Greenwill Springs,Baton Rouge,LA,"http://www.halpinsflooringbatonrougela.com/contact-us,",(504) 927-8741,,,N/A,,,,,,,,,,,,,,,,,,
"HAMILTON CARPET & FLR COV INC,Green Mountain Tile Dist. Inc.",RR #2 BOX 1136,BENNINGTON,VT,"Not found,www.benningtontile.com,",(802) 442-2494,,,N/A,,,,,,,,,,,,,,,,,,
Hardwood Unlimited,6909 Burlington Road,Whitsett,NC,"http://www.hardwoodsunlimitedinc.com/,",(336) 449-4222,,,N/A,,,,,,,,,,,,,,,,,,
Harrington's,1432 Harrison Ave,Butte,MT,"http://harringtonsfloorcoverings.com/,",(406) 723-6066,,,http://www.harringtonsfloorcoverings.com/_Files/Our_Photo_book.html,,,,,,,,,,,,,,,,,,
Hatch Furniture,109 E 3rd,Yankton,SD,"www.hatchfurniture.com,",(605) 665-4416,,,home@hatchfurniture.com,,,,,,,,,,,,,,,,,,
Higgins & Spencer,902 Talbot Street,St Michaels,MD,"www.higginsandspencer.com,",(410) 745-5192,,,info@higginsandspencer.com,,,,,,,,,,,,,,,,,,
Highland Furniture Shop,1132 US Highway 258 North,Kinston,NC,"www.highlandfurnitureshop.com,",(252) 522-3541,,,N/A,,,,,,,,,,,,,,,,,,
"HJ Martin,F & G FLOOR FASHIONS",320 S Military Ave,Green Bay,WI,"http://www.hjmartin.com/,Not found,",(920) 494-3461,,,N/A,,,,,,,,,,,,,,,,,,
Hoffman FLOOR AND HOME,160 TILLMAN ST,WESTWOOD,NJ,"http://www.hoffmanfloorandhome.com/,",(201) 664-0700,,,N/A,,,,,,,,,,,,,,,,,,
Holland Floor Covering,35 Swamp Rd,Newtown,PA,"www.hollandfloor.com,",(215) 357-0909,,,rhansbarger@hollandfloor.com,,,,,,,,,,,,,,,,,,
Holloway Floor Covering,831 S Kings Highway,Cape Girardeau,MO,"www.hollowaycarpetonecapegirardeau.com,",(573) 334-0551,,,N/A,,,,,,,,,,,,,,,,,,
HOME BEAUTIFUL INC,141 DANIEL WEBSTER HWY,BELMONT,NH,"www.home-beautiful.com,",(603) 524-5588,,,N/A,,,,,,,,,,,,,,,,,,
"HOME CARPET & LINOLEUM CENTER,Carpet Crafter's",5160 W 127TH STREET,ALSIP,IL,"carpetcrafters.com,",(708) 371-8900,,,N/A,,,,,,,,,,,,,,,,,,
"HOME COVERINGS,Classic Carpets & Interiors",802 S. 8TH STREET,FERNANDINA BEACH,FL,"http://www.coveringsetc.com/,http://classiccarpetsameliaisland.com/,",(904) 261-0242,,,N/A,,,,,,,,,,,,,,,,,,
Home Interiors,2719 S. Onieda St.,Green Bay,WI,"www.homeinteriors.com,",(920) 497-0497,,,customerservice@CelebratingHome.com,,,,,,,,,,,,,,,,,,
Hometown Flooring,3002 Seymour Rd,Wichita Falls,TX,"www.hometownflooringwf.com,",(940) 766-2627,,,N/A,,,,,,,,,,,,,,,,,,
Homeworks Carpet One,8403 Coastal Highway,Ocean City,MD,"homeworkscarpetone.com,",(410) 524-1800,,,N/A,,,,,,,,,,,,,,,,,,
Hosner Carpet & Interiors,4925 West Tuscarawas St.,Canton,OH,"www.carpetone.com/hosner,",(330) 477-2231,,,N/A,,,,,,,,,,,,,,,,,,
