name,city,state,postal,phone,website,owner
CARPET WORLD USA,PURYEAR,TN,38251,(731) 498-8161,http://www.carpetworldusa.net,CYNTHIA OWENS
CURTIS FLOOR COVERING,OXFORD,MI,48371-5038,(248) 628-1141,http://curtisfloorcovering.com/,KEITH CURTIS
MAGIC CARPET MART,DULUTH,MN,55806,(218) 786-0606,http://www.yelp.com/biz/magic-carpet-mart-duluth,
"QUALITY FLOOR SERVICES, INC.",HENDERSONVILLE,NC,28793,(828) 692-7439,http://qualityfloorservice.org/,CHRIS P. MOFFITT
FANCY FLOORS COLOR CENTER,SANTA BARBARA,CA,93103,(805) 962-0787,http://www.fancyfloorssb.com,TIM MARQUEZ
PORT CHESTER RUG&LINO INC,RYE BROOK,NY,10573,(914) 939-4388,http://www.pcrug.com/,EILEEN KIYAK
BUILDERS SUPPLY OF RUSTON INC,RUSTON,LA,71270,(318) 255-3585,http://www.bs.doitbest.com/home.aspx,
JBS MILLWORK,YAKIMA,WA,98902,(509) 457-8883,http://interiorsbymoderndesign.com/,JEFF WELLS/OWNER
DODD & SOUTER DECOR CTR LTD,WHITBY,CN,L1N 2K8,(905) 668-2179,http://www.doddandsouter.ca/,GRANT DODD
RC FLOORING,PLEASANTON,TX,78064,(830) 569-5685,www.rcflooringinc.com,ROBERT
JE CONCEPTS,LEES SUMMIT,MO,64086,(816) 524-0255,- No Response -,EDMUND LIPOWICZ-PRES
GRENADA BLDG. MATERIAL-D/B/A,GRENADA,MS,38902-1114,(662) 226-4611,http://www.truevalue.com/,JIMMY JEFFORDS
JACKSON BROTHERS CARPET,HUNTINGTON,WV,25702,(304) 736-9822,http://local.yahoo.com/info-12974119-jackson-brothers-carpet-huntington,BILL JACKSON
CARPET MART OF BELLEVILLE INC,BELLEVILLE,IL,62220,(618) 234-6900,http://www.carpetmartbelleville.com,
VICTORY FLOORING  CENTER,LUNA PIER,MI,48157,(734) 848-8103,http://www.lunapierbusiness.com/victory_flooring.html,"GLEN PAFFORD, PRES"
BRANDON TILE & CARPET INC.,RIVERVIEW,FL,33569-4367,(813) 671-4585,http://www.brandontile.com/,ELAINE KRUGER
COOPER JOHN J ENTERPRISES,SULLIVAN,MO,63080,(573) 860-3764,http://www.hoppyinteriors.com/,KATHLEEN COOPER
ENCORE INSTALLATIONS INC.,FRANKFORT,IN,46041,(765) 659-2363,n/a,GLEN R. BRAGG
SUPERIOR CRAFTERS LLC,CARMEL,IN,46032,(317) 843-2272,http://www.floorcraftersindy.com/,DAVID LAKE
ASHLAND GROUP LLC,BATAVIA,IL,60510,(630) 761-9999,Not able to locate a website,
"DUSIN ENTERPRISES, INC.",WASHINGTON,KS,66968,(785) 325-2379,http://web1.awesomebusinesspages.com/detail-841721136.htm,CAROLYN DUSIN
BOECKMAN'S FURNITURE,JASPER,IN,47546-3132,(812) 482-6477,http://www.manta.com/c/mm2blhw/boeckman-s-furniture-carpet,JAMES  BOECKMAN
CONNERS MR CARPET WAREHOUSE,COLLEGE PLACE,WA,99324,(509) 522-0176,http://www.connersmrcarpet.com,
EULENFELD INTERIORS,TAYLOR,TX,76574,(512) 365-7174,www.eulenfeldinc.net/,
CARPETS BY CAIN,SEYMOUR,IN,47274,(812) 522-8130,NONE,ALEX
HALES CORNERS FLOOR COVERING,HALES CORNERS,WI,53130,(414) 425-5050,http://www.halescornersfloors.com/,DAVID CHRISTENSEN-PRES
MERIDEN DISCOUNT FLOORING LLC,MERIDEN,CT,6450,(203) 634-0464,http://www.discountflooringllc.com/,JAYNE PAPOUSHA
LESLEY'S CARPETS,CORINTH,MS,38834,(662) 287-9430,http://www.lesleysfloordesigns.com/,
CHAPMAN ORGANIZATI0N THE LLC,SUMMERSVILLE,WV,26651,(304) 872-5696,http://carpetandfloorstore.com/,"DAVID CRAIG CHAPMAN, OWNR"
DRAKES AFFORDABLE FLOORS,WHITTIER,CA,90608,(562) 696-0808,N/A,
COOKS CARPET,MURPHY,NC,28906,(828) 837-5717,http://cookscarpet.brandsource.biz/,FRED OR DONALD
BISEK INTERIORS,MONTGOMERY,MN,56069,(507) 364-7944,http://www.bisekinteriors.com,TIM BISEK
KISSINGERS DECORATING CENTER,BERWICK,PA,18603,(570) 759-8091,http://local.yahoo.com/info-12126326-kissinger-s-decorating-center-berwick,
DISCOUNT CARPET WHSE INC/ICRA,MASON,MI,48854,(517) 694-1888,http://www.discountcarpetwarehouseinc.com/ -,
RUG MART INC,OSPREY,FL,34229,(941) 966-3681,http://www.rugmartfl.com/,STEVE MAUCK
CONSTANTINE CARPET CENTER,CONSTANTINE,MI,49042,(269) 435-8436,N/A,DICK - LARRY
EDWARDS FURNITURE INC,SPRINGBORO,OH,45066,(937) 746-4559,http://edwards-furniture.com/,PAT EDWARDS
CARPETS GALORE & MORE,SAINT JOHNS,MI,48879,(989) 227-1999,http://carpetsgaloreandmore.com,GREGORY G./OWNER
PRIGGE'S FLOORING CENTER,ZUMBROTA,MN,55992,(507) 732-7345,http://priggesflooringcenter.interx2.net/Home/tabid/17706/Default.aspx,ROBERT PRIGGE
TORGERSON PAINT & FLOOR COV,CALEDONIA,MN,55921,(507) 725-3443,N/A,BARB TORGERSON
K R J INC,HIGHLAND SPRINGS,VA,23075,(804) 328-2277,http://www.jimjeterscarpet.com/,
HASTINGS FLOOR COVERING INC,GROVELAND,MA,1834,(978) 521-8848,http://www.hastingsfloor.com,
HELMS ENTERPRISES INC,AUGUSTA,GA,30909,(706) 738-9703,NONE,"ANN H. HELMS, PRESIDENT"
FLOOR COVERING EXPRESS INC,TACOMA,WA,98466,(253) 566-6880,http://www.floorcoveringexpress.com/,
BIG MARTYS,PENNDEL,PA,19047,(215) 757-0565,http://www.bigmartyscarpet.org,BUD WILKINS
TRI-CITY FURNITURE INC,AUBURN,MI,48611-9367,(989) 662-4446,http://www.tricityfurniture.com/,RONALD E. FAHRNER
"WATTS COMMERCIAL FLOORS, INC",PALATKA,FL,32177,(386) 325-0460,NONE,JAMES B. WATTS
JACKSONVILLE DISCOUNT CARPET,JACKSONVILLE,AL,36265,(256) 782-1530,No Website Exists,GEORGE WATSON
UNIQUE FLOORS & INTERIORS,MINOCQUA,WI,54548,(715) 356-5114,http://www.uniquefloorsandinteriors.com,BRYAN P. JENNINGS/PRES
FLOOR GALLERY LLC THE,ATHENS,AL,35613,(256) 216-9055,http://floorgalleryathens.com/index.htm,WANDA M CLUTTS
CLEMCO INC,SCOTTSBLUFF,NE,69361,(308) 632-2234,http://www.clemcoindustries.com/,
MICHAELS CARPET & LINOLEUM,POCONO LAKE,PA,18347,(570) 646-1502,http://www.michaelsflooringandwindowcoverings.com/,MICHAEL
PATOMA INC DBA ENDECCA,SCHERERVILLE,IN,46375,(219) 322-7744,http://www.potomacfloorcovering.com,GEORGE PLOUTIS
HOLMAN FLOOR,ALEXANDER CITY,AL,35010,(256) 234-6071,http://www.holmanfloorcompany.com,
BYRAM CARPET INC,ANDOVER,NJ,7821,(973) 347-4883,http://www.byramcarpet.com,CAROLYN
ARJAY FLOOR COVERING,TRAVERSE CITY,MI,49685,(231) 943-8010,http://www.arjayfloorcoverings.com/,RON FATE
"B & C ENTERPRISES, INC",GIG HARBOR,WA,98332,(253) 853-5833,http://www.bandcenterprises.com/,AL
MCKENNEY FLOOR COVERING INC,NICHOLASVILLE,KY,40356,(859) 887-1012,http://www.mckenneyfloorcovering.com/,JOE OR LINDA MCKENNEY
ZIMMERMANNS,MORA,MN,55051,(320) 679-4870,http://www.bizfind.us/24/255216/zimmermans/mora.aspx,
FLOOR SHOP INC THE,SAN MARCOS,CA,92069,(760) 591-3932,http://www.homeremodelingcenter.net/,LARRY CURTIS
BOWERMAN CARPET/WALLPAPER,SWANTON,OH,43558,(419) 826-7951,http://bowerman.brandsource.biz/,SHIRLEY BOWERMAN
WILLIAMS CARPET G K INC,OCEAN ISLE BEACH,NC,28469,(910) 579-7592,n/a,JOEL L LEE
"A & L CARPETS, INC.",PENSACOLA,FL,32505,(850) 455-0443,No Website Exists,ALAN TATUM
QUALITY CARPETS & INTERIORS,SOMERVILLE,TN,38068,(901) 465-4058,http://www.kudzu.com/m/Quality-Carpets-Interiors-9772935,
DECOR FLOOR & WINDOW INC.,STERLING,VA,20165,(703) 444-5595,http://www.floornkitchen.com,RAY ZIAMANESH
SOLOMONS COLOR CENTER FLOORING,SOLOMONS,MD,20688,(410) 326-4863,n/a,DON ROSE
SMITH'S CARPET & FURNITURE,SPICELAND,IN,47385,(765) 987-7414,www.smithscarpetandfurniture.com,R. DALE SMITH
SMITH FAMILY CARPET,PENSACOLA,FL,32526,(850) 944-5888,http://www.smithfamilycarpets.com/,BARON SMITH
DELANO PAINT & F/C INC,DEKALB,IL,60115,(815) 756-2951,http://www.retailflooringstores.com/il/delano/,
BIERMANS INC,NORTHFIELD,MN,55057,(507) 645-5848,http://www.biermansflooring.com/,
COLONIAL FLOORS,HAYES,VA,23072,(804) 642-9125,http://colonialfloorsinc.com,JAMES CRAWFORD
FASHION INTERIORS-GLENCOE,GLENCOE,MN,55336,(320) 864-6664,No website found,
MORGAN CARPET & FLOORS,SHELTON,CT,6484,(203) 929-3400,http://www.morgancarpet.com,
KANSAS CARPET & TILE INC,WICHITA,KS,67213,(316) 942-2111,http://www.kansascarpetandtile.com,KARL SCHRADER        PRES
FRIENDS FLOOR COVERING INC,WARMINSTER,PA,18974-4500,(215) 444-0424,http://www.friendsfloorcovering.com/,HAMED MJ SHAAT/PRES
A E MICHAELS DECORATING CTR,MONTICELLO,MN,55362,(763) 295-2200,No Website Exists,
FELLERS-SUMMER CO. INC.,CAMDEN,SC,29020,(803) 432-5144,http://www.fellers.com/,JOHN B FELLERS III
SOUTHERN ELEGANCE TILE INC,MARYVILLE,TN,37804,(865) 983-1162,http://www.southernelegancetileinc.com/,KARL  G. REEVES
PIPESTONE INTERIORS,PIPESTONE,MN,56164,(507) 825-4277,http://www.pipestonestar.com/,TOM ABRAHAMSON
MR CARPET'S FLOOR SHOP INC,DECORAH,IA,52101,(563) 382-8093,http://www.mrcarpetsfloorshop.com/,
C-SIDE DECORATING INC,ROCKPORT,TX,78382,(361) 729-9588,http://www.csidedecorating.com,DANNY OR LEE
GUARANTEE GENERAL STR INC,WHEATON,IL,60187,(630) 668-0248,http://www.ggscarpet.com/,
WILEY NESBITT INC,MOUNT PLEASANT,IA,52641,(319) 385-4231,www.wiley-nesbitt.com,KEVIN WILEY/PRES
"UNIQUE CARPET & FLOOR, INC.",MANASSAS,VA,20109,(703) 369-1600,http://uniquecarpetfloor.com/,NASSER TARAHOMI
"PAYLESS CARPET & FLOORING, INC",ANAHEIM,CA,92806,(714) 635-6677,http://www.servicemagic.com/rated.PaylessCarpet.11497224.html,SAME
K & K CARPET,SPRING VALLEY,NY,10977,(845) 573-9700,http://www.kkcleaning.com,AMAR ZEHRAN
REARDONS CARPET CENTER INC,PLAINFIELD,IL,60586,(815) 729-0125,www.reardonscarpet.com,
HAUS OF FLOOR DECOR,BIG BEAR LAKE,CA,92315,(909) 866-8803,http://www.hausoffloordecor.com/,AL WIGGLESWORTH/CEO
CAROLINA BUILDERS INTERIORS,RALEIGH,NC,27604,(919) 828-7471,http://carolinabuilderservices.com/,BILLY WILKES
ANTRIM CARPET & FLOORING LTD,BARRIE,CN,L4M 5G1,(705) 737-1576,http://www.antrimcarpetandflooringbarrie.ca/,JIM O'HARA
THE FLOOR SHOW,PONDERAY,ID,83852,(208) 263-5198,http://floorshowsandpoint.com/,CHET C WHITNEY
GRINNELL FURNITURE STORE LLC,GRINNELL,KS,67738,(785) 824-3710,http://www.uhlmannshomefurnishings.com/,DOUGLAS J BECKMAN/OWNER
"ROLLINSON'S HOME CENTER, INC.",SALEM,IL,62881,(618) 548-3181,http://www.rollinsonshomecenter.com,ROSS ROLLINSON
PERRY CARPET SHACK,PERRY,KS,66073,(785) 597-5110,http://www.perrycarpetshack.com,NADINE ROBBINS
BOOHER CARPET SALES INC,DAYTON,OH,45432,(937) 254-1010,http://www.boohercarpet.com/,
NELSON FURNITURE,SAINT JAMES,MN,56081,(507) 375-4040,http://st-james.minnesota.com/businesses/nelson-furniture-co-806-weston-ave/,TIM
"CARLSON'S CARPETS, INC.",SAN ANTONIO,TX,78260,(830) 980-3434,http://www.carlsonscarpets.com,JEFF
FLOORS 4-U,ELLENDALE,MN,56026,(507) 684-3351,http://www.floors-4-u.net/,
HARDMAN'S SPLY CO INC 10012,SPENCER,WV,25276,(304) 927-4701,http://www.prat-usa.com/store-locator.html,"TOM HARDMAN, PRES"
BENSONS HOUSE OF CARPETS & INT,SAINT JOSEPH,MI,49085,(269) 983-4343,http://www.bensonscarpet.com/,
"LUKE BROS. CARPET & LINO, INC.",ANKENY,IA,50021,(515) 964-4075,none,
BLANCHARD CARPET & TILE CENTER,BLANCHARD,OK,73010,(405) 485-9600,http://www.blanchardcarpet.com,FARRIS DENNIS/OWNER
NEEDHAM HOME CENTER,SAINT LOUIS,MI,48880,(989) 681-5393,http://www.needhamshomecenter.com/,JEFF / BOB NEEDHAM
SCHNEIDER HOUSE FURN & FLR CVG,MOUNT CARROLL,IL,61053,(815) 244-2111,http://www.schneiderhousefurniture.com,TIMOTHY SCHNEIDER/OWNER
ENDRES INTERIORS,MARINE CITY,MI,48039-1609,(810) 765-9229,http://www.endresinteriors.com/,DAVE ENDRES
CORAOPOLIS FLOOR COVERING INC,CORAOPOLIS,PA,15108,(412) 269-0399,http://www.coraopolisfloorcovering.com/ -,WILLIAM COOK
FLOOR COVERING BY WELCH,FOLEY,AL,36535,(251) 970-5244,none,JACOB WELCH/PRES
STATEWIDE CARPET INC,LAKE PARK,FL,33403,(561) 844-7697,http://www.statewidecarpets.com/index.htm,
MATTEO FAMILY KITCHENS INC,WOODSTOWN,NJ,08098-9474,(856) 769-2490,http://www.matteokitchens.com/,E. EVERETT MATTEO
EAST FLAG UPHOLSTERY &CPT SHOP,FLAGSTAFF,AZ,86004,(928) 774-6843,http://www.mohawkcolorcenter.com/,
SPECTRUM CARPETS,SHAWNEE,KS,66203,(913) 268-6855,NONE,
JENSEN ENTERPRISES LLC,WESTBROOK,CT,6498,(860) 399-6161,www.westbrookent.com,RUSSELL JENSEN/OWNER
EXCLUSIVE FLOOR COVERING LLC,HIGHLAND,MI,48356,(248) 889-4350,http://exclusivefloorcovering.com/,LARRY DESMITH       OWNER
MATTRESS & CARPET PLACE,ALEXANDRIA,VA,22312,(703) 256-4007,http://mattressandcarpet.com/,DAVID KABIRNAVAEI
BI CITY DECOR INC,OPELIKA,AL,36803-0108,(334) 749-3374,www.bicitydecor.com,RANDY LAMBERT
CAROLINA FLOORING & INTERIORS,GRANDY,NC,27939,(252) 453-8526,n/a,ART TIPTON
DON'S FLOOR COVERING,NORTON,KS,67654-0299,(785) 877-3002,n/a,DON KAUS
RALPHS FLOORS,LYNDEN,WA,98264,(360) 354-4804,http://www.ralphsfloors.com/,
CHISUMS FLOOR COVERING,OJAI,CA,93023,(805) 646-2440,http://www.chisumsfloorcovering.com/,
E & W CARPETS INC,LUTZ,FL,33549,(813) 949-4283,http://www.ewcarpets.com/,SAME
DUNN PETER ENT INC,SAN ANTONIO,TX,78222,(210) 333-5750,www.spoke.com,PETER & CHERYL & SHIRLEY
W F COX COMPANY,LORIS,SC,29569,(843) 756-1514,http://www.wfcox.com/,STEVE COX
CARPET CONNECTION,CAPE GIRARDEAU,MO,63701,(573) 334-6285,www.manta.com/c/mm8j65g/carpet-connection,
HORIZON FLOORS,EASTON,PA,18040,(908) 859-3311,http://www.horizonfloorsllc.com/,
"RUSSELL FURNITURE CO., INC",STAUNTON,IL,62088,(618) 635-5200,http://www.russellfurnitureco.com/,RON DUSTMAN
DOBSONS CARPET SERVICE,SHAMOKIN,PA,17872,(570) 648-0731,http://www.dobsonscarpet.com/,AL & LIZ DOBSON
WALL TO WALL FLOORING INC,SANFORD,NC,27330,(919) 775-4919,http://national.citysearch.com/profile/44037304/sanford_nc/wall_to_wall_flooring_inc.html,STEVE OR CATHY
GUYOT LUMBER,PERRYVILLE,MO,63775,(573) 547-4524,http://www.guyotlumber.com,
FLOORCO DESIGN CENTER,OKLAHOMA CITY,OK,73170,(405) 790-0309,http://www.floorco-designcenter.com/,
CENNI AMBROSE TILE & CPT,ZION,IL,60099,(847) 872-5300,http://www.cenniambrose.com/,
HASE INTERIORS,FAIRFIELD,IL,62837,(618) 847-2806,iana@iana.org.,RICHARD HASE
RICH'S KARPET KORNER INC,PITTSFIELD,IL,62363,(217) 285-2511,www.karpetkornerinc.com,RICHARD DECKER/PRESIDENT
M & K CARPET SALES & CLEANING,HERMON,ME,4401,(207) 848-4996,http://www.mandkcleaning.com/,
ISRAELS DISTRIBUTORS LLC,GRAND RAPIDS,MI,49508,(616) 456-9810,NONE,JASON ISRAEL
AAA CARPET CLEANING,SAN ANGELO,TX,76904,(325) 944-3133,http://www.aaa-clean.ca/,
BURROUGHS FLOOR COVERING,WILLIAMS BAY,WI,53191,(262) 245-6909,http://www.burroughsflooring.com,DAVID/GERALDINE BURROUGH
CENTENNIAL CARPET INC,HAYS,KS,67601-2405,(785) 625-2054,http://www.centennialcarpetsinc.com,CHARLIE GIEBLER
TOP LINE FLOORS,CORTEZ,CO,81321,(970) 565-4877,http://www.toplinefloorsinc.com/,DENNIS & KIM GIESLER
SINE'S FLOORING,COBOURG,CN,K9A 5V3,(905) 372-9117,- No Response -,
MODERN CARPET & FLR COV INC,EDGEMOOR,SC,29712,(803) 366-6150,NONE,
CARPET CENTER,HURON,SD,57350-2403,(605) 352-5184,http://www.carpetcenter.com,
SLUGGERS CARPET&UPHL CLEANING,WAYNESBURG,PA,15370,(724) 627-4623,NONE,"FRED HUMBLE, OWNER"
HARDMAN SUPPLY COMPANY,RIPLEY,WV,25271,(304) 372-9126,http://www.hardmans.com/,C STANLEY HARDMAN/PRES
CARPET CLUB,VICTORVILLE,CA,92395,(760) 241-0141,http://www.carpetclubinc.com/,
J & J CARPETS,CAIRO,GA,39828,(229) 377-2930,N/A,JARRELL MCCLENNY
NORTHWEST DECORE CENTER,SHELDON,IA,51201,(712) 324-4417,http://local.yahoo.com/info-16595071-northwest-decor-center-sheldon,CRAIG BOWEN         OWNER
SHAG-RUG-LA INC,SOUTH JORDAN,UT,84095,(801) 969-6226,N/A,"DEWEY, KURT WHITEHEAD"
CARPET CABIN INC,FORT SMITH,AR,72908,(479) 646-6600,http://www.carpetcabin.net/,LARRY W CHILDERS/PRES
RITCHIES CARPET WAREHOUSE,SAINT JOHN,CN,E2H 2G9,(506) 633-2022,http://www.ritchiesflooring.ca/,DARYL RITCHIE
BIG RAPIDS FURNITURE INC,BIG RAPIDS,MI,49307,(231) 527-1248,http://www.br-furniture.com/,ERIC O'NEIL
JETERS JIM CARPET OUTLET INC,RICHMOND,VA,23227,(804) 262-3867,http://www.jimjeterscarpet.com/,
SELECTIONS BY SANDOW INC,STUART,FL,34997,(772) 283-0437,http://www.hoovers.com,
DENRICH CARPET WAREHOUSE INC,UPLAND,CA,91786,(909) 981-0915,http://www.denrichflooring.com/,
THIEMANS CARPET CO,WENTZVILLE,MO,63385,(636) 327-8813,http://thiemanscarpet.com,
SLATE BELT FLOOR & WALL CV INC,PEN ARGYL,PA,18072,(610) 863-5741,N/A,
ALL SURFACE FLOORING LLC,BALLWIN,MO,63011,(636) 230-6900,http://www.allsurfacesllc.com/,ROY R FIELD JR
BSSF ENTERPRISES DBA CARPET,MARTINSBURG,WV,25405,(304) 263-6957,- No Response -,BRET A SMITH
AMORE CPT & FLOOR COVERING INC,WEST HAVEN,CT,6516,(203) 933-7523,NONE,
BEN TAYLOR ENTERPRISES,WINDHAM,NH,3087,(978) 658-9694,- No Response -,KATHLEEN PROULX/OWNER
B & B FLOOR COVERING,BRIGANTINE,NJ,8203,(609) 266-5441,NONE,BOB - BUDDY
HUNTSVILLE DECORATING,HUNTSVILLE,AL,35801,(256) 536-4479,http://www.huntsvilledecorating.net/sb.cn,JIMMY OR TERRY
CBD ANN ARBOR INC,ANN ARBOR,MI,48108,(734) 973-8466,http://www.builderscarpet.com/,
COBB'S CARPET CENTER,LAWTON,OK,73505,(580) 353-6839,http://www.cobbscarpetcenter.com/,
MOUNTAIN HOME CARPET CTR INC,RIMFOREST,CA,92378,(909) 337-8300,N/A,RICHARD PHILLIPS/PRES
FLOORMART OF SAN ANTONIO,SELMA,TX,78154,(210) 651-5222,http://www.floormartsa.com/,DAVID HARRIS        PRES
WALTERS AMERICAN CARPETS,MANITOWISH WATERS,WI,54545,(715) 543-2770,www.manitowishwaters.org,RON WALTERS/OWNER
MALMQUIST HOME FURNISHINGS,RED WING,MN,55066-2305,(651) 388-5728,http://malmquistflooring.com,BRUDESTH BUYSSE
MARC WHITE,BELMONT,NC,28012,(704) 829-6254,N/A,MARC  704 678 2225
A & M CARPET INC,OLATHE,KS,66062,(913) 780-0797,http://www.amcarpetinc.com/,
FLECKS FURNITURE & APPL INC,DICKINSON,ND,58601,(701) 225-3021,http://local.yahoo.com/info-17050511-fleck-s-furniture-appliance-dickinson,B CHARLES FRANZEN
KWK INC DBA THE CARPET BROKER,CHANDLER,AZ,85224,(480) 899-3329,http://www.thecarpetbrokerdesigncenter.com/,KARL KRAMER/OWNER
FLOORS MODERN LTD,NEW WESTMINSTER,CN,V3M 6C3,(604) 526-3746,http://www.floorsmodern.com/,DAN RAGAN
JWK INC,GAUTIER,MS,39553,(228) 497-2004,www.hoovers.com,JOHN KATSAKOS
DESIGNER CARPETS & INTS INC,DULUTH,GA,30096,(770) 476-0144,http://designercarpetint.com/,JAMES BARNETT
BOW FAMILY FURNITURE,BROKEN BOW,NE,68822,(308) 872-6461,http://www.familyfurnitureandflooring.com/,
GUNN FLOORING COMPANY INC,GASTONIA,NC,28053-0955,(704) 867-4866,http://www.manta.com/c/mmnkdbh/gunn-flooring-co,JOSEPH D GUNN/PRES
RUSBOSIN FURNITURE,LATROBE,PA,15650,(724) 532-1985,http://rusbosinfurniture.com/,
"MI CASA ENTERPRISES, INC",CHATSWORTH,CA,91311,(818) 725-7382,http://www.advantagecarpetca.com/,VIKEN KIROKIAN/PRES
KRFC CUSTOM WOODWORKING INC,LAKEWOOD,NJ,8701,(732) 363-0522,NONE,CHRISTOPHER COOPER
HEARTLAND CARPETS,HAMILTON,IL,62341,(217) 847-3998,NA,
DELAWARE FLOOR COMPANY INC,DELAWARE,OH,43015,(740) 363-4931,- No Response -,
J T E FLOORCOVERING INC,INDEPENDENCE,OR,97351,(503) 838-2826,http://jtefloors.com/,
VAN HISE LLC D/B/A,MILFORD,CT,6460,(203) 882-0026,http://www.tilebythemile.com/,
QUALITY CARPET OUTLET,MAYSVILLE,KY,41056,(606) 564-7956,N/A,STEVE MCROBERTS
CRESTWAY KLASSIC FLOORING,HODGKINS,IL,60525,(630) 662-0500,http://www.crestwaysflooring.com/,JOHN PRICE
MILLION'S CARPET SERVICE INC,SPRINGFIELD,KY,40069,(859) 336-7141,http://www.millionsfloorcenter.com/,H. GLENN MILLION II
BAKER'S FLOORS INC,CLOVIS,CA,93612,(559) 323-2510,http://www.bakersfloors.com/,GENE T BAKER/OWNER
NORTH WOODS FLOORING,ANTIGO,WI,54409,(715) 623-4165,N/A,JAMES OLESEN      OWNER
INGELS CARPET STORE,MIDDLEPORT,OH,45760,(740) 992-7028,- No Response -,YORK INGELS
CREATIVE CARPETS,LEXINGTON,NC,27292,(336) 243-2073,http://www.creativecarpetsdiscountsales.com/,SAME
PROFESSIONAL FLOOR COVERING,BEAVER DAM,WI,53916,(920) 887-9972,http://www.proflr.com/,RANDY WARMKA/OWNER
STRAWN CARPET ETC,POWDER SPRINGS,GA,30127,(770) 222-7765,http://strawncarpet.interx2.net/,
AMERICA'S FINEST INC,PORT ANGELES,WA,98362,(360) 683-2933,N/A,ROBERT BOURNS
BENNDALE CARPET CENTER,LUCEDALE,MS,39452,(601) 766-3080,http://local.yahoo.com/info-15201370-benndale-carpet-center-lucedale,ROBERT
INTERSTATE INTERIORS,RENO,NV,89511,(775) 851-4131,http://interstateinteriors.com/,DOUG
BETTER FLOORS,ALAMOSA,CO,81101,(719) 589-5552,http://betterfloorsonline.com/,ROCKIE DEHERRERA/OWNER
APD ENTERPRISES INC,COPPERAS COVE,TX,76522,(254) 547-3145,not found,ANTHONY DIAZ
C & M FLOOR COVERING INC,NEW BEDFORD,MA,2744,(508) 999-6018,http://www.candmfloorcovering.com/,SAME
B C I FLOOR SPECIALISTS,EBENSBURG,PA,15931,(814) 472-6372,www.brucebaker.com,BRUCE
SISTARE'S CARPET,LANCASTER,SC,29720-0234,(803) 285-4224,http://sistarecarpets.com/,MIKE SISTARE
CARPET UNLIMITED,DEFIANCE,OH,43512,(419) 782-5330,Unable to locate a website,JOHN OR CAROL
AJAX ENTERPRISES INC,PARAGOULD,AR,72450,(870) 236-4000,- No Response -,ALAN JACKSON
CARPET GALLERIA VENTURA,VENTURA,CA,93003,(805) 667-6668,http://www.flooringamerica.com/,WASSEY TAHIR
AAA MILL DIRECT INC,HAMPTON,VA,23669,(757) 723-7197,n/a,SUE PHILLIPS
DELANOS CARPET & FURNITURE,TERRA ALTA,WV,26764,(304) 789-6966,http://www.delanos.com/flooring.html,CHUCK
WILLIAMS CARPET & MORE,PAWLEYS ISLAND,SC,29585,(843) 235-0218,N/A,TREVIS WILLIAMS
FLOOR DECOR,WATERLOO,IA,50701,(319) 232-9242,http://floordecorwaterloo.com/,MARK FROST/PARTNER
CARPET TODAY,TYLER,TX,75707,(903) 939-1700,none,DON CHANDLER
ARK CARPET DIST,MONTICELLO,AR,71655,(870) 367-6887,"http://maps.google.com/maps/place?hl=en&gs_upl=3514l3514l5l4459l1l1l0l0l0l0l0l0ll0l0&bav=on.2,or.r_gc.r_pw.&biw=1024&bih=677&um=1&ie=UTF-8&q=ARK+CARPET+DIST,MONTICELLO+ARK&fb=1&gl=ph&hq=ARK+CARPET+DIST&hnear=0x862c4f6124d3312f:0xcab4e520e2988e10,Monticello,+AR,+USA&cid=8709919841680978402",
CROSS CARPET SER INC,MUNDELEIN,IL,60060,(847) 566-5990,http://www.carpetcornerfloors.com/,
CALLAWAY FURNITURE INC,HARRINGTON,DE,19952,(302) 398-8858,http://www.callawayfurniture.net/,PAUL CALLAWAY  BOB
EXPLORING FLOORING INC,WARRENVILLE,IL,60555,(630) 393-2020,http://www.exploringflooring.com/,ANTHONY MITCHELL
LANGE CARPET COMPANY,MUSKEGON,MI,49441,(231) 726-2352,http://www.langeflooringcenter.com/,SCOTT GILBERT
WANE'S CARPET AND DRAPERY,GOODLAND,KS,67735-1917,(785) 890-2505,http://www.manta.com/c/mm7zzpx/wanes-carpet-drapery,BOB HORTON
GREEN FAMILY FLOORING,DES MOINES,IA,50310,(515) 975-2414,http://www.greenfamilyflooring.com/,ROBERT L GREEN
ARMON DECORATING,BLUE EARTH,MN,56013,(507) 526-2797,http://www.armondecorating.com/,TERRY ARMON
KASTRAN KARPETS,MANSFIELD,OH,44906,(419) 529-3161,www.wholesalecarpetsinc.com,SAME
BIG HORN FLOORS,BUFFALO,WY,82834,(307) 684-7775,http://bighornfloors.com/,MICHAEL W. TEIGEN-PRES
SOFA PLUS FURNITURE CO INC,ANGOLA,IN,46703,(260) 665-9799,- No Response -,P.E. SANBORN
KEPHART JIM FLOOR COVERING INC,TILLAMOOK,OR,97141,(503) 842-8623,N/A,BONNIE KEPHART
BRUMMELS SALES CENTER INC,WYOMING,MI,49509,(616) 534-4958,www.brummelmadsen.com,
HALLMARK CARPETS,WHITE ROCK,CN,V4B 3E5,(604) 531-8244,http://www.hallmarkcarpets.com/,MERV SANDRES/PRES
