name,address,city,state,postal,owner,phone,website
Floor Care & Interior,6738 U S Highway 190 E,Livingston,TX,77351-4946,Steven Klodzinski,(936) 563-4954,WWW.FLOORCAREINTERIOR.COM
Bkr Building Products LLC,6315b Fm 1488 Rd 281,Magnolia,TX,77354-2526,Ben Reynolds,(713) 690-3440,WWW.BKRBP.COM
Eds Custom Floors,16467 Cedar Rd,Plantersville,TX,77363-8251,Maryanne Reams,(936) 894-2565,WWW.EDSCUSTOMWOODFLOORS.COM
Spring Carpets Inc,23220 Interstate 45,Spring,TX,77373-8230,Harry Schillings,(281) 350-3116,WWW.SPRINGCARPETS.COM
Maintenance Solutions Inc,14832 Boudreaux Rd,Tomball,TX,77377-7525,Phillip Andrews,(281) 355-0498,WWW.MAINTENANCESOLUTIONS.COM
Loomcraft Home Design Ctr LLC,5005 Spring Cypress Rd,Spring,TX,77379-3442,Wayne Moreau,(281) 370-2255,WWW.LOOMCRAFTHOME.NET
Eklektik Interiors Inc,16720 Champion Forest Dr,Spring,TX,77379-7024,Kathy Anderson,(281) 379-2755,WWW.EKLEKTIKINTERIORS.COM
Carpetman The,18002 Kuykendahl Rd,Spring,TX,77379-8115,Bart Hurst,(281) 355-6900,WWW.THECARPETMAN.COM
Master Carpet,PO Box 571,Spring,TX,77383-0571,Janet Ferguson,(281) 583-8797,WWW.MASTERCLEANCARPET.COM
Malones Floors Inc,20107 Krahn Rd,Spring,TX,77388-4012,Robert Malone,(281) 353-5669,WWW.MALONESFLOORS.COM
Godbold & Associates,2214 Enchanted Path Ct,Richmond,TX,77406-6616,Melvin Godbold,(281) 341-7580,WWW.GODBOLDAPPRAISALS.COM
Drenners Carpet Gallery,5615 7th St,Bay City,TX,77414-9448,Frank Drenner,(979) 245-9103,WWW.DRENNERS.COM
Carpet Masters Of Texas,13422 Grant Rd,Cypress,TX,77429-3519,Patrick Flaherty,(281) 370-8022,WWW.FLAHERTYSFLOORING.COM
El Campo Carpet One,PO Box 1359,El Campo,TX,77437-1359,Kirk Gaines,(979) 543-3655,WWW.ELCAMPOCARPETOUTLET.COM
Hydrolance,PO Box 904,Missouri City,TX,77459-0904,Bob Moffett,(713) 728-3800,WWW.HYDROLANCE.COM
Rosenberg Carpet Center Inc,PO Box 731,Rosenberg,TX,77471-0731,Tony Lopez,(281) 342-5193,WWW.ROSENBERGCARPET.COM
Jacks Carpet,13885 Southwest Fwy,Sugar Land,TX,77478-3533,David Fitzpatrick,(281) 491-1114,WWW.JACKSCARPET.COM
Miller Brothers Floors,PO Box 1967,Stafford,TX,77497-1967,Bill Billingsley,(281) 277-2999,WWW.MILLERBROTHERSFLOORS.COM
Prestige Interiors Corporation,PO Box 2687,Stafford,TX,77497-2687,B Chambers,(281) 313-9292,WWW.RAISEDACCESSFLOORS.COM
Alvin Decorating & Floors Inc,2680 S Bypass 35,Alvin,TX,77511-4706,Karlis Ercums,(281) 331-5241,WWW.ALVINDECORATING.COM
Baytown Floors LLC,11474 I 10 E,Baytown,TX,77520,Helmi Abboushi,(281) 573-4400,WWW.BAYTOWNFLOORS.COM
K V Tile Company,16838 I 10 E,Channelview,TX,77530-3804,Randall Veach,(281) 457-6363,WWW.DRACK.COM
Lake Jackson Paint & Floor,236 Old Angleton Rd,Clute,TX,77531-3603,Michael Cook,(979) 265-5053,WWW.STRETCH-WRAPPER-AUCTION.COM
Flagship Floors Inc,1246 E Main St,League City,TX,77573-4157,Mary Dorman,(281) 332-2272,WWW.FLAGSHIPFLOORS.COM
Slip Free Systems Inc,1929 County Road 129,Pearland,TX,77581-6246,Mark Considine,(281) 482-5577,WWW.SLIPFREESYSTEMS.COM
Priced Right Flooring Outlet,827 N Wellsford Dr,Pearland,TX,77584-7624,Jeffrey Streeter,(603) 474-7233,WWW.PRICEDRIGHTFLOORING.COM
Source 1 Abbey Carpet And Flr,7920 Eastex Fwy,Beaumont,TX,77708-2401,Johnny Williamson,(409) 892-4569,WWW.BARGAINCARPETSUPERSTORE.COM
Brazos Valley Carpet Outlet,12850 Old Wellborn Rd,College Station,TX,77845-5488,Charles Moreau,(979) 764-4084,WWW.BVCARPETOUTLET.COM
Aggieland Carpet One,4093 State Highway 6 S,College Station,TX,77845-8963,Ronald Smith,(979) 690-6766,WWW.AGGIELANDCARPETONE.COM
Puzzles Floor Coverings,31007 Interstate 10 W,Boerne,TX,78006-9264,Dean Smith,(830) 755-6044,WWW.PUZZLESFLOORCOVERING.COM
Zapata Carpets,PO Box 155,Zapata,TX,78076-0155,Ishmael Hinojosa,(956) 765-6778,WWW.HOUSTONCARPETS.COM
Wiltons Inc,105 S Saint Marys St,Beeville,TX,78102-5619,Thurmond Wilton,(361) 358-7069,WWW.WILTONS.COM
Hoffmann Floors Inc,710 Loop 337,New Braunfels,TX,78130-3652,Stanley Hoffman,(830) 625-2629,WWW.HOFFMANNFLOORSNB.COM
Stephens Enterprise,590 Eden Estates Dr,New Braunfels,TX,78132-2405,Mark Stephens,(512) 395-8302,WWW.STEPHENSCARPETBINDING.COM
Allied Associates Coml Floors,130 Palisades Dr,Universal City,TX,78148-3167,Elma Demory,(210) 646-9090,WWW.ALLIEDACF.COM
Floor Mart Of San Antonio,16685 Ih 35 N,Selma,TX,78154-1220,David Harris,(210) 651-5222,WWW.DAPPER.COM
Campbell Floors,1225 E College St,Seguin,TX,78155-3961,Peter Campbell,(830) 372-3494,WWW.CAMPBELLFLOORS.COM
Carpet One,1149 W Hildebrand Ave,San Antonio,TX,78201-4654,William Mahone,(210) 734-5006,WWW.ATLASFLOORS.COM
Olmos Rugs,4835 Mccullough Ave,San Antonio,TX,78212-1623,David Rodriguez,(210) 828-8082,WWW.OLMOSRUGS.COM
Allens Flowers & Gifts Inc,2101 Mccullough Ave,San Antonio,TX,78212-3726,Lisa Allen,(210) 734-6441,WWW.ALLENFLOWERS.COM
Carpet Worlds,2103 NW Loop 410,San Antonio,TX,78213-2324,John Feik,(210) 349-1170,WWW.CARPETWORLDSA.COM
Carpet Care Of San Antonio,2418 Basse Rd,San Antonio,TX,78213-4549,Alex Nero,(210) 349-3237,WWW.FRESHAIRSA.COM
Hammonds Wood Floors,303 Breesport St,San Antonio,TX,78216-2602,Marty Hammonds,(210) 341-2722,WWW.HAMMONDSWOODFLOORS.COM
Advanced Wood Floors LLC,202 W Nakoma St,San Antonio,TX,78216-2619,Glynn Nickerson,(210) 341-5241,WWW.ADVANCEDWOODFLOORS.COM
Unique Interior Design,706 Jackson Keller Rd,San Antonio,TX,78216-7139,Janie Reyes,(210) 340-4473,WWW.UNIQUEINTDESIGNS.COM
Gfc,3816 Binz Engleman Rd,San Antonio,TX,78219-2236,Linda Gomez-Whitener,(210) 651-5002,WWW.GOMEZFC.COM
Commercial Surfaces Inc,3453 N Panam Expy Ste 304,San Antonio,TX,78219-2336,Larry Hicks,(210) 223-2712,WWW.COMMERCIALSURFACESINC.COM
Crt Flooring Concepts,260 N Loop 1604 E,San Antonio,TX,78232-1262,James Barton,(210) 545-9318,WWW.CRTFLOORING.COM
Abbey Carpet,2075 N Loop 1604 E,San Antonio,TX,78232-1586,Sam O'krent,(210) 227-7387,WWW.OKRENTFLOORS.COM
Carpet Boutique Inc,5402 Schertz Rd,San Antonio,TX,78233-6023,Evelyn Hengst,(210) 653-5416,WWW.CARPETBOUTIQUEINC.COM
People Pleasing Carpent & Tile,10345 Ih35 N,San Antonio,TX,78233-6621,Robert Housman,(210) 946-2345,WWW.GWPEOPLEPLEASING.COM
One Stop Floor Covering,5401 Bandera Rd,San Antonio,TX,78238-1912,Jim Flores,(210) 680-6064,WWW.ONESTOPSA.COM
Azteca Designs Inc,6852 Alamo Downs Pkwy,San Antonio,TX,78238-4534,Cecilia Castellano,(210) 375-1900,WWW.AZTECADESIGNS.COM
Shelly Flooring,11991 Starcrest Dr,San Antonio,TX,78247-4110,Dennis Sheely,(210) 404-9390,WWW.SHELLYFLOORING.COM
Clear Choice,5139 N Loop 1604 W,San Antonio,TX,78249-1354,Jana Clark,(210) 377-0259,WWW.CLEARCHOICEFLOORINGANDDESIGN.COM
Oriental Rug Gallery Of Texas,12719 Cimarron Path,San Antonio,TX,78249-3405,Tom Munroe,(210) 342-3343,WWW.RUGSTUDIO.COM
Interior Ideas Inc,1914 Stone Oaks Pkwy 80,San Antonio,TX,78258,Craig Pfeiffer,(210) 828-6100,WWW.INTERIORIDEAS.COM
Carlson Carpets Inc,27111 US Highway 281 N,San Antonio,TX,78260-2143,Jeff Carlson,(830) 980-3434,WWW.CARLSONSCARPETSINC.COM
Guarantee Carpet Wood & Tile,PO Box 310,Chapman Ranch,TX,78347-0310,David Kocian,(361) 993-9325,WWW.GUARANTEECARPET.COM
C-Side Decorating Inc,323 E Market St,Rockport,TX,78382-4006,Lee Hutchinson,(361) 729-9588,WWW.CSIDEDECORATING.COM
Trend House Inc,59 Lake Shore Dr,Corpus Christi,TX,78413-2634,Phyllis Pruet,(361) 992-1153,WWW.TRENDHOUSEINTERIORS.COM
Aston Marble & Granite,3625 S Port Ave,Corpus Christi,TX,78415-4530,Paul Aston,(361) 853-3300,WWW.ASTONDESIGNS.COM
Mcallen Carpet & Stained Glass,1200 E Jasmine Ave,Mcallen,TX,78501-5707,G Reyna,(956) 686-8682,WWW.MCALLENCARPET.COM
Carpet City,2208 Primrose Ave Ste M,Mcallen,TX,78504-4162,David Fonseca,(956) 686-2732,WWW.DAVIDFONSECA.COM
I R Carpets,505 E Madison Ave,Harlingen,TX,78550-4911,Ignacio Rodriguez,(956) 425-2085,WWW.IRCARPETS.COM
Romans Interiors Inc,406 W Jackson St,Harlingen,TX,78550-6437,Steven Romans,(956) 428-8141,WWW.ROMANSINTERIORS.COM
American Carpet,2422 S Express Hwy 83,Harlingen,TX,78552,Eduardo Lara,(956) 421-3623,WWW.FLOORCITY.COM
Gonzales Carpet & Construction,9615 W State Highway 107,Mission,TX,78573-7878,Raul Gonzalez,(956) 287-0789,WWW.GONZALEZHOMES.COM
Astro Carpet Giant,PO Box 1044,Weslaco,TX,78599-1044,Juan Castro,(956) 969-1455,WWW.ASTROCARPETGIANT.COM
Adney Custom Hard Wood Floors,960 Sycamore Creek Dr,Dripping Springs,TX,78620-3320,Will Adney,(512) 989-3900,WWW.ADNEYFLOORS.COM
Trademark Floors,1220 Harmon Hills Rd,Dripping Springs,TX,78620-3643,Brian Wilkes,(512) 731-3832,WWW.TRADEMARKFLOORS.COM
Mill Direct Carpet,900 N Austin Ave Ste 113,Georgetown,TX,78626-4349,Jim Locke,(512) 863-7743,WWW.MILLDIRECTCARPETGEORGETOWN.COM
Dynamic Sports Cnstr Inc,301 Sonny Dr,Leander,TX,78641-1801,Robert Wolesensky,(512) 260-6722,WWW.DYNAMICSPORTSCONSTRUCTION.COM
Highland Furniture Center,1500 Highway 1431,Marble Falls,TX,78654-4903,Dale Seabaugh,(830) 693-4339,WWW.HIGHLANDFURNITURE.NET
Aaron Interiors Inc,2920 Pecan St W,Pflugerville,TX,78660-3133,Patrick Aaron,(512) 990-1360,WWW.AARONINTERIORSINC.COM
Classic Flooring Texas Inc,4068 Gattis School Rd,Round Rock,TX,78664-9767,Allen Neumann,(512) 251-0356,WWW.CLASSICFLOORSOFTEXAS.COM
Quality Hardwood Floors Inc,2011 Clovis Barker Rd,San Marcos,TX,78666-9792,Donald Rains,(512) 754-9077,WWW.QUALITYHARDWOODFLOORS.BIZ
Lone Star Carpet,PO Box 1131,Round Rock,TX,78680-1131,Lee Moerbe,(512) 836-9311,WWW.LONESTARCARPETS.COM
J & F Carpet,3301 E 7th St,Austin,TX,78702-4031,Joe Gonzales,(512) 385-5444,WWW.JFCARPET.COM
Schroeder Carpet & Drapery,704 S Lamar Blvd,Austin,TX,78704-1508,Selene Schroeder,(512) 462-1551,WWW.SCHROEDERCARPET.COM
Castle Flooring LLC,2068 S Lamar Blvd,Austin,TX,78704-3336,Stephanie Cuestas,(512) 326-8820,WWW.CASTLEFLOORS.COM
Butler Floors,209 E Ben White Blvd,Austin,TX,78704-7309,Robert Butler,(512) 440-7179,WWW.BUTLERFLOORS.COM
Carpet One,PO Box 203908,Austin,TX,78720-3908,Kurt Wade,(512) 346-7034,WWW.FLOORKING.COM
Intertech Flooring,1106 Smith Rd Ste 100,Austin,TX,78721-3560,Willard Imhoff,(512) 385-4574,WWW.INTERTECHFLOORING.COM
Floor Centers Of Texas Inc,15406 N I H 35,Austin,TX,78728-4704,Joella Broussard,(512) 989-7737,WWW.FLOORCENTERSTX.COM
Commercial Flrg Systems Inc,5341 Industrial Oaks Blvd,Austin,TX,78735-8809,Scott Coll,(512) 246-1151,WWW.COMMERCIALFLOORINGSYSTEMS.COM
Lady Liberty Flag & Flag Pole,6001 W W Cannon Dr 300-,Austin,TX,78749,Christian Gribble,(512) 892-4402,WWW.CONVICTHILLFLOORCOVERING.COM
Ace Hardwood Flooring Inc,10710 N Lamar Blvd Ste B,Austin,TX,78753-3069,Mark Szeneri,(512) 719-3555,WWW.ACEHARDWOOD.COM
Pounds Floor and Tile Co Inc,8732 N Lamar Blvd,Austin,TX,78753-5424,Russell Pounds,(512) 836-6990,WWW.POUNDSFLOORS.COM
Contract Floorworks Inc,8606 Wall St Ste 1875,Austin,TX,78754-4599,William Wade,(512) 339-8900,WWW.CONTRACTFLOORWORKS.COM
Austins Flooring Store,2315 Rutland Dr Ste 104,Austin,TX,78758-5222,Matt Roger,(512) 554-1693,WWW.FLOORSINAUSTIN.COM
Chase Carpets Inc,2314 Rutland Dr Ste 225,Austin,TX,78758-5274,Marc Chase,(512) 836-7600,WWW.CHASECARPETS.COM
Ricks Furniture,504 E 10th St,Del Rio,TX,78840-3950,Lonnie Ricks,(830) 775-1508,WWW.RICKSFURNITURECOMPANY.COM
Pmg Custom Homes,104 Shult Dr Ste B,Columbus,TX,78934-3022,Phillip Garcia,(979) 732-5001,WWW.COUNTRYTIMEHOMES.COM
Franks Floor Covering,PO Box 5659,Borger,TX,79008-5659,Frank Fernandez,(806) 274-3929,WWW.FRANKFERNANDEZ.COM
Furniture Fashions LLP,PO Box 460,Dalhart,TX,79022-0460,Kevin Caddell,(806) 244-5551,WWW.FURNITUREFASHIONS.COM
Rick Lovelady Carpets,6400 W Interstate 40,Amarillo,TX,79106-2510,Rick Lovelady,(806) 352-3448,WWW.RICKLOVELADYCARPETS.COM
Goodloe Carpet Company,2424 34th St,Lubbock,TX,79411-1636,Mike Goodloe,(806) 791-1512,WWW.GOODLOECARPETCOMPANY.COM
Designer Floors,4517 50th St,Lubbock,TX,79414-3611,Jo Chapman,(806) 687-3411,WWW.LEFTWICHCHAPMAN.COM
Callaways Carpets,4034 N 1st St,Abilene,TX,79603-6732,Julian Herring,(325) 673-6722,WWW.CALLAWAYSCARPET.COM
Knight Carpet Co,3401 N 1st St,Abilene,TX,79603-6999,Paige Watts,(325) 672-6436,WWW.KNIGHTCARPET.COM
Abbott Floor Co,5457 S 1st St,Abilene,TX,79605-1337,Jeff Abbott,(325) 692-2272,WWW.ABBOTTFLOORCOMPANY.COM
Mid-Tex Of Midland Inc,5206 W Wadley Ave,Midland,TX,79707-5112,Alan White,(432) 697-2282,WWW.MIDTEXOFMIDLAND.COM
Crenshaw Carpet Co,PO Box 7154,Odessa,TX,79760-7154,Lisa Estes,(432) 337-2334,WWW.LACARPETS.COM
Suzys Decor Service,8836 Lawson St,El Paso,TX,79904-1961,Suzy Harmon,(915) 751-8885,WWW.HARMONHOMES.COM
Gabriel Alverez,6006 N Mesa St,El Paso,TX,79912-4659,Gabriel Alverez,(915) 832-7006,WWW.ALLEGIANTGLOBAL.COM
Abbey Carpet,PO Box 13130,El Paso,TX,79913-3130,Melissa O'rourke,(915) 581-1111,WWW.CHARLOTTESFLOORING.COM
Home Upholstery,3559 N Yarbrough Dr,El Paso,TX,79925-1635,Roger Villalva,(915) 598-5291,WWW.HOMEUPHOLSTERY.COM
Carpet And Tile Gallery,7033 Quay St,Arvada,CO,80003-3534,Timothy Turner,(303) 456-1718,WWW.CARPETANDTILEGALLERY.COM
Excel Cleaning and Restoration,8324 W 77th Way,Arvada,CO,80005-4403,David James,(303) 420-0888,WWW.EXELCLEANING.COM
Expressions In Flooring LLC,1050 S Joliet St,Aurora,CO,80012-3113,Tim Rempel,(303) 366-7997,WWW.EXPRESSIONSINFLOORING.COM
Colorado Carpet Center Inc,7081 E 56th Ave Unit B,Commerce City,CO,80022-4871,Noel Staab,(720) 322-0200,WWW.COLORADOCARPETCENTER.COM
Carpet Workshop,21601 Orleans Cir,Commerce City,CO,80022-9670,Robert Franks,(303) 659-8049,WWW.ROBERTFRANKS.COM
Images Floorings Inc,1820 W Evans Ave,Englewood,CO,80110-1019,Scott Hanson,(303) 937-9221,WWW.IMAGESFLOORING.COM
East Co Interiors Incorporated,3000 S Platte River Dr,Englewood,CO,80110-1408,Linda Bilger,(303) 789-4458,WWW.EASTCOINTERIORS.COM
Pro Flooring Brokers,2095 W Hampden Ave,Englewood,CO,80110-2023,Charles Pierce,(303) 788-0113,WWW.PRO-FLOORING.COM
Sticky Feet Floor Finshg LLC,1835 W Union Ave Ste 1,Englewood,CO,80110-5582,Jeff Ferrill,(303) 807-2272,WWW.STICKYFEETFLOORS.COM
Brothers Building,5640 S Curtice St,Littleton,CO,80120-1108,Jim Hathaway,(303) 221-2882,WWW.BROTHERSBUILDING.COM
Brothers Flrg Reinstated 2007,12001 E 33rd Ave,Littleton,CO,80123,Ralph Jorgensen,(303) 366-0721,WWW.BROTHERSFLOORING.NET
A Hardwood Floor Specialist,7229 S Gore Range Rd,Littleton,CO,80127-3229,Dan Dorrance,(303) 619-5544,WWW.AHARDWOODSPECIALIST.COM
Nationwide Flr & Win Coverings,366 2nd St Unit D,Monument,CO,80132-7904,Kim Carson,(719) 487-7767,WWW.NATIONWIDEFLOORINGANDDESIGN.COM
Expert Floor Covering Corp,730 Umatilla St,Denver,CO,80204-4226,Roger Hageman,(303) 825-6644,WWW.EXPERTFLOOR.COM
Synergy Floor Covering LLC,601 S Broadway Ste N,Denver,CO,80209-4066,Steve Wilson,(303) 722-7161,WWW.SYNERGYFLOOR.COM
Azari Rug Gallery,1410 S Broadway,Denver,CO,80210-2207,Jamal Azari,(303) 744-2222,WWW.AZARI-RUG.COM
E M W Carpet & Furniture,2141 S Broadway,Denver,CO,80210-4401,Carl Helmstaedter,(303) 744-2754,WWW.EMWCARPETS.COM
Floor Buffs,4471 Elm Ct,Denver,CO,80211-1440,Andrew Haher,(720) 299-7882,WWW.FLOORBUFFS.COM
Bretz Interiors Inc,1585 Allison St,Lakewood,CO,80214-6022,Pat Fear,(303) 234-1727,WWW.BRETZINTERIORS.COM
Lowers Hardwoods LLC,885 Parfet St Ste 2b,Lakewood,CO,80215-5549,Steve Lowers,(303) 205-9663,WWW.LOWERSHARDWOODS.COM
Cory Maupin Sales Inc,451 E 58th Ave,Denver,CO,80216-1404,Marcia White,(303) 295-2258,WWW.CORYMAUPINSALES.COM
Dunn-Wright Flooring,340 E 56th Ave,Denver,CO,80216-1713,Alexander Farmer,(303) 288-8898,WWW.DWFLOORING.COM
Roberts Floor Coverings Inc,1570 E Colfax Ave,Denver,CO,80218-2404,R Rounds,(303) 831-7080,WWW.ROBERTSFLOORCOVERINGS.COM
Macdonald Hardwoods,929 W 1st Ave,Denver,CO,80223-1533,Bruce Macdonald,(303) 825-3006,WWW.MACWOODS.COM
Carpet Exchange,1133 S Platte River Dr,Denver,CO,80223-3101,Gary Schwartz,(303) 744-3300,WWW.CARPETEXCH.COM
Advanced Floor Removal Inc,2065 S Raritan St Unit A,Denver,CO,80223-3893,Leonard Barr,(303) 783-5474,WWW.ARBISINC.COM
Colorado Custom Carpet Inc,165 S Saulsbury St,Lakewood,CO,80226-7314,Dale Ellington,(303) 282-0829,WWW.COLORADOCUSTOMCARPET.COM
Abbey Carpet And Tile,680 E 120th Ave Ste C,Northglenn,CO,80233-1126,Kevin Fullmer,(303) 457-8668,WWW.AURORATILE.COM
All City Hardwood Floor Co,4780 Oakland St,Denver,CO,80239-2718,Richard Hoffman,(303) 371-0400,WWW.ALLCITYFLOORS.COM
Carpet Mill Outlet Stores,4500 Havana St,Denver,CO,80239-2916,Wayne Jensen,(303) 307-9700,WWW.ONSALEONLINE.COM
B & S Flooring,12135 Birch St,Denver,CO,80241-3610,Leonard Bartell,(303) 286-1742,WWW.BSFLOORING.COM
Berlin Floor Service,2516 49th St Ste 9,Boulder,CO,80301-2455,Steven Berlin,(303) 442-1070,WWW.BERLINFLOORING.COM
Meyer Skidmore & Co,1800 Commerce St Ste E,Boulder,CO,80301-2731,Mike Strand,(303) 444-1174,WWW.MEYERSKIDMORE.COM
Four Wnds Bamboo Flrg Pdts LLC,2515 E Sterling Cir,Boulder,CO,80301-2911,Jason Liu,(303) 447-2389,WWW.4WINDSBAMBOO.COM
Collaborative Inc,2080 Pearl St,Boulder,CO,80302-4430,John Feinberg,(303) 442-3601,WWW.THECOLLABORATIVEINC.NET
Marx Interiors LLC,3601 Arapahoe Ave,Boulder,CO,80303-1397,Karen Marx,(303) 449-4464,WWW.MARXINTERIORS.COM
Atlas Flooring Inc,PO Box 931,Boulder,CO,80306-0931,Leister Bowling,(303) 442-3221,WWW.ATLASFLOORING.COM
Sustainable Flooring Inc,PO Box 1831,Boulder,CO,80306-1831,Pete Nichols,(720) 564-1227,WWW.SUSTAINABLEFLOORING.COM
All Flooring Design Inc,PO Box 3568,Breckenridge,CO,80424-3568,Todd Caldwell,(970) 547-8311,WWW.ALLFLOORINGDESIGN.COM
Ward Hardwood Floor Service,PO Box 2015,Evergreen,CO,80437-2015,Dave Ward,(303) 674-6966,WWW.WARDHARDWOODFLOOR.COM
Pangaea Handmade Carpets,27965 Meadow Dr Unit A,Evergreen,CO,80439-2107,Thomas Robinson,(303) 679-4447,WWW.PANGAEACARPETS.COM
High Country Floor,507 N Zerex St,Fraser,CO,80442,Mark Burg,(970) 726-9161,WWW.HIGHCOUNTRYFLOORING.COM
Rac Inc,12481 W Quinn Dr,Morrison,CO,80465-1308,Robert Blankenship,(303) 904-1708,WWW.RAC.NET
Umbrella Company,PO Box 775870,Steamboat Springs,CO,80477-5870,David Scully,(970) 879-5667,WWW.DAVIDCHASERUGSANDFURNITURE.COM
Oriental & Navajo Rug Co,927 Main St,Longmont,CO,80501-4512,Patric Web,(303) 772-7962,WWW.ORIENTALANDNAVAJORUGS.COM
Nowels-Brekke Carpets,105 3rd Ave,Longmont,CO,80501-5695,Jerry Brekke,(303) 776-2610,WWW.BREKKESTORAGE.COM
Flooring America,665 Frontage Rd Ste 110,Longmont,CO,80501-9021,Sam Chesher,(303) 772-1202,WWW.CARPETWISE.COM
B Linnertz B Hardwood Floors,1020 N 4th St,Berthoud,CO,80513-1121,Brett Linnertz,(970) 532-1348,WWW.BLINNERTZ.COM
Abbey Carpet,1138 Manford Ave Unit A,Estes Park,CO,80517-7739,Sonny Zanders,(970) 586-4042,WWW.ESTESABBEYCARPET.COM
Select Wood Floors Inc,225 9th St Ste 6,Fort Collins,CO,80524-2555,Jay Janicki,(970) 472-9617,WWW.SELECTWOODFLOORS.COM
Brinkers Interior Design Inc,1418 E Magnolia St Ste A,Fort Collins,CO,80524-4717,Dale Brinker,(970) 484-7200,WWW.BRINKERSID.COM
Modern Flooring Interiors Inc,4562 Denrose Ct Ste 2,Fort Collins,CO,80524-8364,Mark Borgman,(303) 995-1257,WWW.MODERNFLOORINGINTERIORS.COM
Floor Store In Fort Collins,3600 Mitchell Dr Unit 90,Fort Collins,CO,80525-5920,John Truesdell,(970) 266-2684,WWW.THEFLOORSTORE.ORG
International Design Guild,PO Box 272474,Fort Collins,CO,80527-2474,Michael Becvar,(970) 203-1000,WWW.AVALANCHEFLOORCOVERINGS.COM
Jt Flooring LLC,PO Box 273407,Fort Collins,CO,80527-3407,Jason Taylor,(970) 420-2628,WWW.JTFLOORINGLLC.COM
Eheart Interior Solutions,4901 Thompson Pkwy,Johnstown,CO,80534-6426,Ken Eheart,(970) 669-0288,WWW.EHEARTDESIGN.COM
Schmidt Custom Floors,1264 S Grant Ave,Loveland,CO,80537-6352,Barry Schmidt,(970) 663-7402,WWW.SCHMIDTCUSTOMFLOORS.COM
Loveland Design Carpet One,360 S Lincoln Ave,Loveland,CO,80537-6410,Cindy Corbett,(970) 667-3590,WWW.LOVELANDDESIGNCENTER.COM
Cooks Floor To Ceiling,219 N Kuner Rd,Brighton,CO,80601-2822,Gary Cook,(303) 659-4501,WWW.COOKSFLOORTOCEILING.COM
Carpet One Floor & Home,6001 W 10th St,Greeley,CO,80634-9757,Rocky Gentry,(970) 284-8500,WWW.WESTPOINTINTERIORS.COM
S & H Decorating,PO Box 968,Limon,CO,80828-0968,Doug Ratzlaff,(719) 775-2879,WWW.SUPERIORBUILDERS.BIZ
Sperry & Mock,1831 N Circle Dr,Colorado Springs,CO,80909-2410,David Sarton,(719) 634-8871,WWW.SPERRYMOCK.COM
Payless Design Flooring,27 N Union Blvd,Colorado Springs,CO,80909-5701,Joseph Kesting,(719) 219-1905,WWW.PAYLESSCARPETOUTLET.COM
Carpet Clearance Warehouse,3250 N Academy Blvd,Colorado Springs,CO,80917-5102,Robert Doty,(719) 390-5250,WWW.CARPETCLEARANCEWAREHOUSE.COM
Jeffs Carpet Service,2770 Telluride Dr,Colorado Springs,CO,80918-1573,Jeff Clark,(719) 522-9009,WWW.JEFFSCARPETREPAIR.COM
Premier Hardwood Floors,4164 Austin Bluffs Pkwy,Colorado Springs,CO,80918-2928,Cindy Taylor,(719) 598-6160,WWW.PREMIERHARDWOODFLOORS.COM
Arlun Design Center,6250 Corporate Dr,Colorado Springs,CO,80919-1979,Steve Hoppe,(719) 599-4175,WWW.ARLUN.COM
Commercial Floor Services,150 Lake Durango Dr,Durango,CO,81303-7200,Tom Hart,(970) 560-0251,WWW.COMMERCIALFLOORSERVICES.COM
Carpet One,PO Box 830,Avon,CO,81620-0830,Roger Benedict,(970) 949-5390,WWW.RUGGSBENEDICT.COM
Balentine Collection Intl,398 Merrill Ave,Carbondale,CO,81623-1639,Rick Balentine,(970) 927-4440,WWW.BALENTINECARPETS.COM
Carpet Hut,3325 Big Horn Ave,Cody,WY,82414-9251,Larry Dye,(307) 527-7525,WWW.CARPETHUT.NET
Athletic Surfacing Intl,130 Frontier Dr,Douglas,WY,82633-2719,Ed Hollon,(307) 358-3859,WWW.EDHOLLON.COM
Woods Interiors Of Distinction,PO Box 648,Sheridan,WY,82801-0648,Ron Wood,(307) 672-7620,WWW.WOODSINTERIORS.COM
Big Horn Carpet,130 E Hart St,Buffalo,WY,82834-1705,Mike Teigen,(307) 684-7775,WWW.BIGHORNCARPET.COM
Quality Flooring Jackson Hole,PO Box 950,Jackson,WY,83001-0950,Richard Kussy,(307) 739-9465,WWW.KUSSY.COM
Nielsen Furniture & Upholstery,128 S 2nd Ave,Pocatello,ID,83201-6415,Scott Nielsen,(208) 232-1236,WWW.WILDTHINGSONLINE.COM
Carpets Plus Color Tile,525 S Main St,Pocatello,ID,83204-3323,Tom Potter,(208) 478-1411,WWW.WW.CARPETSPLUSCOLORTILE.COM
Heights Inc,PO Box G,Pocatello,ID,83205-0027,Rodney Clark,(208) 233-2455,WWW.KJCCC.ORG
Wall 2 Wall Carpeting,PO Box 4929,Pocatello,ID,83205-4929,William Bohrer,(208) 232-4226,WWW.WALL2WALLFLOORING.COM
Brown Claude Home Furnishings,202 Main Ave S,Twin Falls,ID,83301-6232,Richard Brown,(208) 733-2108,WWW.CLAUDEBROWNS.COM
Banner Furniture & Appliances,1941 Sherry Dr,Twin Falls,ID,83301-7021,Robert Gillespie,(208) 735-5129,WWW.BANNERFURNITURE.NET
