name,phone,address,city,state,postal,primary_email,owner,contacts,other_emails,website,sources
"Floors*USA","(610) 757-4000","555 S. Henderson Road","King of Prussia","PA","","info@floorsusa.com","","","","www.floorsusa.com,","consolidated,johanna"
"Floorscapes Inc","(403) 296-0985","6230 Centre Street SE","Calgary","AB","","N/A","","","","www.floorscapes.net,","consolidated,johanna"
"FLOORSMART","(703) 883-8010","8501-1-B TYCO ROAD","VIENNA","VA","","N/A","","","","www.homedesigncenterandflooring.com,www.homedesigncenterandflooring.com,","consolidated,johanna"
"Floortech","(262) 554-4645","10180 Washington Ave","Sturtevant","WI","","jonathan@floortechinternational.com","","","","www.floortechinternational.com/,","consolidated,johanna"
"Floortex of Marin","(415) 924-6545","5768 Paradise Dr","Corte Madera","CA","","rudyhassid@yahoo.com","","","","http://www.floortexdesign.com/,","consolidated,johanna"
"FLOORWORKS","(714) 540-6383","3001 RED HILL AVE STE 2-104","COSTA MESA","CA","","N/A","","","","http://www.floorworks.net/,","consolidated,johanna"
"Florcraft Inc.","(907) 452-1423","1991 Fox Ave.","Fairbanks","AK","","N/A","","","","http://www.florcraftcarpetonefairbanks.com,","consolidated,johanna"
"Florence Carpet & Tile","(803) 669-1851","1706 Pamplico Hwy","Florence","SC","","fct@florencecarpetandtile.com","","","","http://www.florencecarpetandtile.com/,","consolidated,johanna"
"FLOW CARPETS","(305) 652-2111","1608 N E 205TH TERRACE","N MIAMI BEACH","FL","","N/A","Jeffrey Konner","","flowzz@aol.com","www.flowcarpets.com/,","consolidated,johanna"
"FOGLIO'S CARPET & DSGN CTR INC","(952) 881-5825","9939 LYNDALE AVE S","BLOOMINGTON","MN","","N/A","David Pahl","","davidp@blcflooring.com","www.buyabbey.com,","consolidated,johanna"
"FORAN INTERIOR DESIGN LLC","(508) 528-2713","168 GROVE STREET","FRANKLIN","MA","","N/A","Michael Foran","","michael@foraninteriordesign.com","http://foraninteriordesign.com/,","consolidated,johanna"
"FRANK PATTON INTERIORS IN","(662) 842-1292","903 VARSITY DRIVE","TUPELO","MS","","designstaff@frankpatton.com","David Patton","","david@frankpatton.com","http://www.frankpattoninteriors.com/default.aspx,","consolidated,johanna"
"Frank Patton Interiors Inc.","(314) 965-4240","13133 Manchester Rd.","St. Louis","MO","","designstaff@frankpatton.com","","","","www.frankpattoninteriors.com,NOT FOUND,","consolidated,johanna"
"FRAZIER'S FLOORING","(914) 948-7267","285 CENTRAL AVENUE","WHITE PLAINS","NY","","N/A","Ken Frazier","","-","http://www.frazierscarpetoneknoxville.com/,","consolidated,johanna"
"Fred Callaghan Carpet & Flooring","(610) 647-5566","500 W lincoln Highway","Fraizer","PA","","N/A","","","","www.fredcallaghanflooring.com,not found,","consolidated,johanna"
"FREDS RUG SERVICE","(310) 533-8133","2153 W TORRANCE BLVD","TORRANCE","CA","","n/a","","","","http://www.fredscarpetsplus.com/,","consolidated,johanna"
"Furniture Galleries Carpet One","(724) 586-9350","465 Pittsburgh Rd","Butler","PA","","cjcampisi@zoominternet.net","","","","www.furnitureandfloors.com,","consolidated,johanna"
"FURNITURELAND SOUTH","(208) 322-2554","11522 W FAIRVIEW AVENUE","BOISE","ID","","jimalbright@furniturelandsouth.com","Jason & Jeff Harris","","jeffharris@furniturelandsouth.com","www.furniturelandsouth.com/,","consolidated,johanna"
"G S F INCORPORATED","(203) 294-1900","1068 NORTH FARMS ROAD","WALLINGFORD","CT","","juvenile@bassettfurniture.com","Gerry Burdo","","","www.bassettfurniture.com,","consolidated,johanna"
"G W PAULSON CO","(503) 620-7080","10855 S W CASCADE BLVD","PORTLAND","OR","","N/A","Richard G. Paulson, Jr","","-","http://www.paulsonsfloorcoverings.com/,","consolidated,johanna"
"GALLATIN VALLEY FURNITURE","(802) 362-2091","ROUTE 7A","MANCHESTER CENTER","VT","","N/A","Jim DeCosse & Dennis Cattin","","-","www.gvfc1.com/,","consolidated,johanna"
"Gary Denney Floor Covering Inc","(541) 298-4252","816 W 6th St","The Dalles","OR","","N/A","","","","http://www.garydenneyfloorcovering.com/,","consolidated,johanna"
"GEHMAN & COMPANY","(717) 620-2323","121 GETTYSBURG PIKE","MECHANICSBURG","PA","","N/A","Leon Gehman","","lcar@gehmanandco.com","http://www.gehmanandco.com/,","consolidated,johanna"
"Gene's Floor Covering II","(251) 968-6456","3741 Gulf Shores Pkwy","Gulf Shores","AL","","N/A","","","","http://www.genesfloorcovering.com/,","consolidated,johanna"
"GENERAL INTERIORS LLC","(541) 733-4656","3750 HOOKER RD SUITES A & B","ROSEBURG","OR","","n/a","Art Dillahay, Jr","","","www.generalinteriors.biz,","consolidated,johanna"
"Gentile's Floor Center","(518) 459-2440","1100 Central Ave","Albany","NY","","GENTILESINC@NYCAP.RR.COM","","","","http://www.gentilesfloorcenter.com/,","consolidated,johanna"
"GEORGE KASHOU CO","(414) 774-2771","11721 W DIXION ST","WEST ALLIS","WI","","Robert@kashoucarpets.com","Robert Kashou","","Robert@kashoucarpets.com","http://www.kashoucarpets.com/,","consolidated,johanna"
"Georges Carpet & Supplies Inc.","(505) 624-0901","216 West 2nd Street","Roswell","NM","","N/A","","","","http://www.georgescarpetandtile.com/,","consolidated,johanna"
"Gerridy's LTD","(714) 540-7273","2915 Redhill Ave Suite F105","Costa Mesa","CA","","N/A","","","","http://dabbierifloorsgerridyslimited.com/Showroom.aspx,","consolidated,johanna"
"Gilman Floors","(843) 757-5800","1113 Fording Island Road","Bluffton","SC","","info@gilmanfloors.com","","","","www.gilmanfloors.com/index2.htm,","consolidated,johanna"
"GIORGI BROS.","(650) 588-4621","211 BADEN AVENUE","SO. SAN FRANCISCO","CA","","sales@giorgibros.com","Steve & Tom Giorgi","","tom@giorgibros.com; steve@giorgibros.com","www.giorgibros.com/,","consolidated,johanna"
"GLEN COVE FLOORS INC","(718) 853-3700","1141 37TH ST","BROOKLYN","NY","","linda@glenfloors.com","Carol Nelson","","carol@glenfloors.com","www.glenfloors.com/,","consolidated,johanna"
"GLEN PACIFIC CARPETS","(818) 241-9919","444 FOOTHILL BLVD","LA CANADA","CA","","glenpacific@gmail.com","Tony Martinez","","glenpacific@gmail.com","www.glenpacific.com/,","consolidated,johanna"
"Glendale Carpet One","(818) 243-4251","1203 S. Central Ave.","Glendale","CA","","N/A","","","","www.c1glendale.com,","consolidated,johanna"
"Go Green Flooring","(303) 440-4429","5485 Western Ave","Boulder","CO","","jarrus@gogreenflooring.com","","","","www.gogreenflooring.com,www.frontrangeinteriors.com/,","consolidated,johanna"
"Gold River Flooring Gallery","(916) 415-1056","4339 Granite Drive","Rocklin","CA","","N/A","","","","www.goldriverfloors.com,","consolidated,johanna"
"GOLD RIVER FLOORS","(714) 847-2828","714-847-2828","HUNTINGTON BEACH","CA","","N/A","Tony Ausilio Jr.","","tony@bixbycarpets.com","www.goldriverflooring.com,http://www.bixbyplaza.com/default.aspx,","consolidated,johanna"
"GOLETA CARPET TOWN","(805) 966-1606","317 CHAPALA STREET","SANTA BARBARA","CA","","n/a","Pablo Gallardo","","-","http://santabarbara.abbeycarpetandfloor.com,NOT FOUND,","consolidated,johanna"
"Graffis Furniture","(574) 291-1660","5517 US 31 South","South Bend","IN","","info@graffisfurniture.com","","","","www.graffisfurniture.com,","consolidated,johanna"
"Grahams Carpet","(812) 372-3311","2525 - 25th St.","Columbus","IN","","grahamscarpets@yourfloors.co.uk","","","","http://www.grahamscarpets.co.uk/,","consolidated,johanna"
"Grand Design","(763) 424-3736","9636 85th Ave. North","Maple Grove","MN","","mwanderson@gdfloorsmn.com","","","","http://www.gdfloorsmn.com/home.html,","consolidated,johanna"
"Greater Tennessee Flooring","(865) 522-0606","222 W Baxter Ave","Knoxville","TN","","info@greatertennessee.com","","","","www.greatertennessee.com,","consolidated,johanna"
"GREENBAUM HOME FURN.","(915) 581-1111","5411 NO. MESA","EL PASO","TX","","info@charlottesflooring.com","","","","Not found,www.charlottesflooring.com,","consolidated,johanna"
"Griffis Tile Company Inc","(352) 438-0060","4901 E Silver Springs Blvd","Ocala","FL","","info@griffistileandflooring.com","","","","www.griffistileandflooring.com,","consolidated,johanna"
"Grindstaff's","(704) 245-4263","1007 W Main St","Forest City","OH","","N/A","","","","www.grindstaffs.com,","consolidated,johanna"
"Guido's Soft Step Floor Covering","(508) 835-2928","271 West Boylston Street","West Boylston","MA","","Gui2928@aol.com","","","","www.guidosoftstep.net,","consolidated,johanna"
"Haight Carpet & Interiors","(425) 485-1354","12910 NE 178th St.","Woodinville","WA","","N/A","","","","www.haightcarpet.com,","consolidated,johanna"
"HAIGHT CARPET LLC","(607) 722-6401","159-161 WASHINGTON ST.","BINGHAMTON","NY","","N/A","Thomas Ellis","","","http://www.haightcarpet.com/,","consolidated,johanna"
"Haley's Flooring","(256) 536-8086","2806 Bob Wallace Ave","Huntsville","AL","","webstudio@shawinc.com","","","","www.carpetsystemsofhsv.com,","consolidated,johanna"
"HALLS INC","(828) 252-1594","P O BOX 8575","ASHEVILLE","NC","","N/A","","","","Not found,www.pearlmanscarpet.com,","consolidated,johanna"
"Halpins Carpets","(504) 927-8741","7740 Greenwill Springs","Baton Rouge","LA","","N/A","","","","http://www.halpinsflooringbatonrougela.com/contact-us,","consolidated,johanna"
"HAMILTON CARPET & FLR COV INC","(802) 442-2494","RR #2 BOX 1136","BENNINGTON","VT","","N/A","","","","Not found,www.benningtontile.com,","consolidated,johanna"
"HARBOR FLOOR COVERING","(248) 681-6460","3021 ORCHARD LAKE ROAD","KEEGO HARBOR","MI","","n/a","Greg Bockart","","GBOCKART@HARBORFLOORS.COM","http://www.harborfloors.com,","consolidated,johanna"
"Hardwood Unlimited","(336) 449-4222","6909 Burlington Road","Whitsett","NC","","N/A","","","","http://www.hardwoodsunlimitedinc.com/,","consolidated,johanna"
"HARMS CARPET CENTER","(585) 218-2080","340 CULVER RD","ROCHESTER","NY","","info@harmsflooring.com","Richard Nassar","","","www.harmsflooring.com,","consolidated,johanna"
"Harrington's","(406) 723-6066","1432 Harrison Ave","Butte","MT","","http://www.harringtonsfloorcoverings.com/_Files/Our_Photo_book.html","","","","http://harringtonsfloorcoverings.com/,","consolidated,johanna"
"HARRY KATZ FLOOR COV","(516) 746-1458","450 JERICHO TURNPIKE","MINEOLA","NY","","N/A","Ron Katz","","r.katz@harrykatzcarpetone.com","http://www.harrykatzcarpetone.com/,NOT FOUND,","consolidated,johanna"
"HARRY'S LINO TILE & CPT C","(413) 533-3200","1594 DWIGHT STREET","HOLYOKE","MA","","N/A","William Radner","","american.rug@verizon.net","www.american-rug.com,","consolidated,johanna"
"Hatch Furniture","(605) 665-4416","109 E 3rd","Yankton","SD","","home@hatchfurniture.com","","","","www.hatchfurniture.com,","consolidated,johanna"
"HERNANDEZ CARPETS","(716) 685-5041","3291 WALDEN AVENUE","DEPEW","NY","","n/a","James Caroll","","","www.hernandezwholesaleflooring.com/,","consolidated,johanna"
"Higgins & Spencer","(410) 745-5192","902 Talbot Street","St Michaels","MD","","info@higginsandspencer.com","","","","www.higginsandspencer.com,","consolidated,johanna"
"Highland Furniture Shop","(252) 522-3541","1132 US Highway 258 North","Kinston","NC","","N/A","","","","www.highlandfurnitureshop.com,","consolidated,johanna"
"HJ Martin","(920) 494-3461","320 S Military Ave","Green Bay","WI","","N/A","","","","http://www.hjmartin.com/,Not found,","consolidated,johanna"
"Hoffman FLOOR AND HOME","(201) 664-0700","160 TILLMAN ST","WESTWOOD","NJ","","N/A","","","","http://www.hoffmanfloorandhome.com/,","consolidated,johanna"
"Holland Floor Covering","(215) 357-0909","35 Swamp Rd","Newtown","PA","","rhansbarger@hollandfloor.com","","","","www.hollandfloor.com,","consolidated,johanna"
"Holloway Floor Covering","(573) 334-0551","831 S Kings Highway","Cape Girardeau","MO","","N/A","","","","www.hollowaycarpetonecapegirardeau.com,","consolidated,johanna"
"HOLZHEIMER INTERIORS","(410) 381-5400","9515 GERWIG LANE     SUITE 130","COLUMBIA","MD","","chuckbode@cbflooring.com","Chuck & Carol Bode","","chuckbode@cbflooring.com","Not found,www.cbflooring.com,","consolidated,johanna"
"HOME BEAUTIFUL INC","(603) 524-5588","141 DANIEL WEBSTER HWY","BELMONT","NH","","N/A","","","","www.home-beautiful.com,","consolidated,johanna"
"HOME CARPET & LINOLEUM CENTER","(708) 371-8900","5160 W 127TH STREET","ALSIP","IL","","N/A","","","","carpetcrafters.com,","consolidated,johanna"
"HOME COVERINGS","(904) 261-0242","802 S. 8TH STREET","FERNANDINA BEACH","FL","","N/A","","","","http://www.coveringsetc.com/,http://classiccarpetsameliaisland.com/,","consolidated,johanna"
"Home Interiors","(920) 497-0497","2719 S. Onieda St.","Green Bay","WI","","customerservice@CelebratingHome.com","","","","www.homeinteriors.com,","consolidated,johanna"
"HOME PLACE INTERIORS INC","(254) 399-9783","523 LAKE AIR DR","WACO","TX","","N/A","John & Christi Proctor","","","www.homeplaceinteriors.com/,","consolidated,johanna"
"HOMESITE SERVICES","(301) 897-9226","4212 HOWARD AVENUE","KENSINGTON","MD","","info@HomeSiteServices.com","Roger Flaherty","","","http://www.homesiteservices.com/,","consolidated,johanna"
"Hometown Flooring","(940) 766-2627","3002 Seymour Rd","Wichita Falls","TX","","N/A","","","","www.hometownflooringwf.com,","consolidated,johanna"
"Homeworks Carpet One","(410) 524-1800","8403 Coastal Highway","Ocean City","MD","","N/A","","","","homeworkscarpetone.com,","consolidated,johanna"
"HOPKIN TILE & CARPET","(904) 384-3100","301 EAST BAY STREET","JACKSONVILLE","FL","","N/A","Frank Surface","","","www.extremelogorugs.com,","consolidated,johanna"
"Hosner Carpet & Interiors","(330) 477-2231","4925 West Tuscarawas St.","Canton","OH","","N/A","","","","www.carpetone.com/hosner,","consolidated,johanna"
"Howard Lorton Galleries","(303) 831-1212","At Broadway","Denver","CO","","N/A","","","","http://howardlorton.com/,","consolidated,johanna"
"HOWELL SERVICES","(303) 744-3300","1133 S PLATTE RIVER DR","DENVER","CO","","N/A","","","","NOT FOUND,www.carpetexchange.com,http://www.carpetexchangeonline.com/,","consolidated,johanna"
"I & J CARPET","(541) 382-5570","601 NE 1ST STREET","BEND","OR","","N/A","","","","www.IandJcarpets.com,","consolidated,johanna"
"I. LIPMAN ENTERPRISES LTD","(416) 781-3005","1900 AVENUE ROAD","TORONTO","CN","","N/A","Rick Gelman","","rick.gelman@on.aibn.com","http://www.lippman-enterprises.com/,","consolidated,johanna"
"IDEAL FLOOR COVERING","(718) 605-0909","3251 RICHMOND AVENUE","STATEN ISLAND","NY","","N/A","Jane Curty","","gateway210@verizon.net","http://www.idealfloor.com/,","consolidated,johanna"
"IMPERIAL CARPETS & RUGS LTD","(250) 388-6208","481 JOHN STREET","VICTORIA  BC       V8T5H1","CN","","N/A","Jim & Tom McClymont","","tom@edgarandminer.ca","http://www.imperialcarpetandhome.com/,","consolidated,johanna"
"INDEPENDENT FLOOR COVERING","(734) 729-6200","1400 N. WAYNE ROAD","WESTLAND","MI","","N/A","Frances Francavilla","","","http://www.independentcarpetonewestland.com,","consolidated,johanna"
"Independent Flooring Center","(715) 833-2432","2506 S HASTINGS WAY","EAU CLAIRE","WI","","N/A","","","","www.ifcec.com,","consolidated,johanna"
"INDESIGN","(305) 592-6220","","MIAMI","FL","","gconrath@indesigninc.com","Dick Fortune","","","www.indesigninc.com/,","consolidated,johanna"
"Indiana Flooring","(765) 643-6635","313 E 14th St","Anderson","IN","","N/A","","","","www.indianacarpetone.com,","consolidated,johanna"
"INNOVATIVE FLOORING & DESIGN","(561) 416-5688","4280 OAK CIRCLE","BOCA RATON","FL","","N/A","David Tratch","","","http://exclusivecarpet.net/default.aspx,","consolidated,johanna"
"Inside Lines","(715) 834-4230","506 Water St","Eau Claire","WI","","N/A","","","","http://www.insidelinesdesign.com/,","consolidated,johanna"
"INTEGRITY FLOORS","(419) 891-0900","1007 KEY STREET","MAUMEE","OH","","N/A","","","","http://www.integrityfloors.com/,www.harmscarpetone.com,","consolidated,johanna"
"INTERIOR CONCEPTS INC","(319) 354-4344","401 SECOND STREET","CORALVILLE","IA","","summer.anderson@randyscarpets.com","","","","www.interiorconceptsinc.com,http://www.randyscarpets.com/,","consolidated,johanna"
"INTERIOR DESIGN INC.","(408) 374-7590","470 VANDELL WAY","CAMPBELL","CA","","N/A","Michael Goldberg","","","NOT FOUND,http://www.lawrencecontract.com,","consolidated,johanna"
"Interior Fashions by Connie","(701) 228-2728","204 W. 11th St","Bottineau","ND","","N/A","","","","www.interiorsbyconnie.hdfpd.com,","consolidated,johanna"
"INTERIOR SPECIALISTS","(773) 281-8800","3312 N. LINCOLN AVE.","CHICAGO","IL","","N/A","Fred Schaye","","","http://www.isidc.com/,http://www.rexxrug.com,","consolidated,johanna"
"INTERIORS","(661) 951-2200","42212 10TH STREET W 2A","LANCASTER","CA","","N/A","Barry White","","","http://www.carpeteria.com/lancaster/,","consolidated,johanna"
"INTERIORS BY JOANN","(609) 443-6999","405 RT. 130 EAST WINDSOR","EAST WINDSOR","NJ","","ibyjoc@aol.com","Bruce Block","","Bruce.Block@eastwindsorfloorcovering.com","www.interiorsbyjoannoc.com/,","consolidated,johanna"
"INTERIORS BY JONI BADER","(724) 776-2709","20254 RT. 19","CRANBERRY TOWNSHIP","PA","","joni@interiorsbyjonibader.com","Gary Paracca","","","www.interiorsbyjonibader.net/,","consolidated,johanna"
"INTERIORS BY KRIS","(540) 721-8354","13020 BOOKER T WASHINGTON HWY","HARDY","VA","","info@interiorsbykris.com","","","","www.interiorsbykris.com,","consolidated,johanna"
"INTERIORS BY MARY SUSAN","(831) 393-3200","1168 FREMONT BLVD.","SEASIDE","CA","","N/A","Sharon Miller","","","http://www.ibmsdesign.com/,","consolidated,johanna"
"INTERIORS JOAN AND","(314) 968-0222","7525 RAVENSRIDGE ROAD","ST. LOUIS","MO","","ibjo@interiorsbyjoan.com","John Joseph","","","www.interiorsbyjoan.com,","consolidated,johanna"
"Interiors Plus","(701) 838-6476","1021 20th Ave SW Ste 113","Minot","ND","","N/A","","","","www.interiorsplusnd.com,","consolidated,johanna"
"INTERIORS WITH ALTITUDE LLC","(970) 870-9222","1855 SHIELD DRIVE #2","STEAMBOAT SPRINGS","CO","","laurie@altitudes.biz","Laurie Buelow","","laurie@altitudes.biz","www.altitudes.biz/,","consolidated,johanna"
"INTERNATIONAL FLOORING","(310) 859-0044","451 N ROBERTSON BLVD","WEST HOLLYWOOD","CA","","N/A","Scott & Melony Jorenson","","info@international-flooring.com","http://dabbierifloorsinternational.com/Showroom.aspx,","consolidated,johanna"
"INTERNATIONAL RUGS & INTERIORS","(908) 756-8000","210 COURT PLACE","PLAINFIELD","NJ","","N/A","Robert George","","","http://www.hamrahrug.com/,","consolidated,johanna"
"IRVINE PACIFIC L P","(415) 456-3656","822 FRANCISCO BLVD","WEST SAN RAFAEL","CA","","info@rafaelfloors.com","Ronald Leach","","","http://www.rafaelfloors.com/,","consolidated,johanna"
"Iskalis Interiors","(847) 662-7900","4437 Grand Ave","Gurnee","IL","","N/A","","","","www.americanfloorshow.com,","consolidated,johanna"
"J & S DESIGNER FLOORING","(856) 931-2288","190 BENIGNO BLVD","BELLMAWR","NJ","","N/A","Bill Cherdrian","","","jsdesignerflooring.com,","consolidated,johanna"
"J B WOODWARD FLOORS INC","(951) 683-5149","6968 INDIANA AVE","RIVERSIDE","CA","","woodwardfloors@yahoo.com","Sharon Wollman","","","www.jbwoodwardfloors.com,","consolidated,johanna"
"J E K CARPET CORPORATION","(415) 458-1717","1111 E. FRANCISCO BLVD","SAN RAFAEL","CA","","N/A","Debra Duering","","info@adccarpets.com","NOT FOUND,http://www.architecturaldesigncarpets.com/,","consolidated,johanna"
"J LAURIE COMMERCIAL FLOORS INC","(260) 745-2161","1828 SOUTH ANTHONY BLVD","FORT WAYNE","IN","","N/A","John Laurie","","","http://jacklauriegroup.com/,","consolidated,johanna"
"J S & G INC DBA SANDPOINT","(208) 263-5138","401 BONNER MALL WAY","PONDERAY","ID","","N/A","John Darling","","","http://www.sandpointfurnitureponderay.com,","consolidated,johanna"
"J. ALLEN INC.","(913) 227-0010","9102 BARTON","OVERLAND PARK","KS","","N/A","Don Kopp Sr","","kopp_don@yahoo.com","http://www.jallenenterprises.com/,","consolidated,johanna"
"J. KAY DESIGNS","(734) 475-8621","205 S MAIN ST","CHELSEA","MI","","info@merkelcarpetone.com","Tim Merkel","","edesk@merkels-inc.com","www.merkelcarpetone.com,","consolidated,johanna"
"J&M Paint & Wallcovering Inc","(316) 276-3811","1615 Buffalo Jones Ave","Garden City","KS","","N/A","","","","http://gardencity.abbeycarpet.com/,","consolidated,johanna"
"JACK LAURIE COMMERCIAL FL","(425) 454-2474","PO BOX 280","BELLEVUE","WA","","N/A","Jon Greenbaum","","jong@greenbaumhf.com","www.jacklauriegroup.com,www.differentbydesign.com/,","consolidated,johanna"
"Jack Laurie Home Design","(260) 490-3655","9901 Auburn Rd.","Fort Wayne","IN","","karry.prichard@jacklauriegroup.com","","","","http://jacklauriegroup.com/index.php,","consolidated,johanna"
"Jack Twohig's Floor Covering","(920) 921-8940","600 Fond Du Lac Ave","Fond Du Lac","WI","","N/A","","","","http://www.jacktwohigcarpetonefonddulac.com,","consolidated,johanna"
"Jack's Carpet","(713) 640-1114","8433 Gulf Freeway","Houston","TX","","jacksr@jackscarpet.com","","","","Jackscarpet.com,","consolidated,johanna"
"JACKS TILE CITY INC","(304) 523-0111","209 WASHINGTON AVE","HUNTINGTON","WV","","N/A","","","","http://jackstilecity.net/,","consolidated,johanna"
"Jacobi's Carpet One","(402) 463-3811","236 N Denver","Hastings","NE","","N/A","","","","www.carpetone.com/jacobis,","consolidated,johanna"
"JANETCO","(203) 869-5950","21 NORTHFIELD STREET","GREENWICH","CT","","n/a","","","","Not found,http://turabianandsariyan.com,turabianandsariyan.com,","consolidated,johanna"
"Jay Carpet One","(717) 888-6211","314 s Main St","Athens","PA","","N/A","","","","www.jaycarpetoneathens.com/,","consolidated,johanna"
"JB Factory Carpets","(727) 322-5757","3100 22nd Ave North","St. Petersburg","FL","","N/A","","","","www.rugsrus.biz & www.jbfactorycarpet.com,","consolidated,johanna"
"JB Factory Carpets of Tampa Inc","(813) 549-1988","1251 E Fowler Ave","Tampa","FL","","N/A","","","","www.jbfactorycarpet.com & www.rugsrus.biz,","consolidated,johanna"
"JERRY L. HALL","(763) 497-4407","5358 QUAM CIR NE","ST MICHAEL","MN","","N/A","Karen Melanson","","","not found,http://www.focalpointflooring.com/,","consolidated,johanna"
"JEZARD FLOORING","(508) 238-2055","646 WASHINGTON ST","SOUTH EASTON","MA","","N/A","Peter & Scott Jezard","","","www.jezardflooring.com,","consolidated,johanna"
"Jimmie Lyles Carpets","(601) 932-2926","2660 Lakeland Dr","Jackson","MS","","N/A","","","","www.jlflooringgallery.com,","consolidated,johanna"
"JMPDS INC.","(858) 259-8602","142 N CEDROS AVE","SOLANA BEACH","CA","","info@caflooringandkitchen.com","Susan Brown","","cafloorskitchen@aol.com","cafloorskitchen.blogspot.com,","consolidated,johanna"
"Joers Floor Center","(574) 277-9711","4119 Grape Rd.","Mishawaka","IN","","N/A","","","","http://www.joerscarpetonemishawaka.com/,","consolidated,johanna"
"John Moore Floorcovering","(813) 633-7116","1629 Sun City Center Plaza","Sun City Center","FL","","N/A","","","","www.johnmoorefloorcovering.com,","consolidated,johanna"
"JOHN PHIFER MARRS INTERIORS","(631) 242-3775","681 GRAND BLVD. SUITE #2","DEER PARK","NY","","jmarss@faze.net","Keith Handel","","innovativefd@optonline.net","http://www.johnmarrs.com/,","consolidated,johanna"
"Jones Flooring America","(850) 438-4409","3500 N Palofox St","Pensacola","FL","","robert@jfc-inc.com","","","","www.jfc-inc.com,","consolidated,johanna"
"JOSTEVE INC","(973) 423-5240","1100 GOFFLE ROAD","HAWTHORNE","NJ","","info@kaprelian.com","Patrick Kaprelian","","","not found,www.kaprelian.com,","consolidated,johanna"
"JPF INC.","(860) 824-7325","P.O. BOX 987","CANAAN","CT","","N/A","Ronald Laigle","","laiglejr@aol.com","www.laiglefloorcoveringanddesign.com,","consolidated,johanna"
"JSS Carpets","(714) 828-0742","5801 Lincoln Ave","Buena Park","CA","","N/A","","","","www.jsscarpetonebuenapark.com,","consolidated,johanna"
"JUNE DELUGAS INTERIORS","(239) 436-3640","771 N AIRPORT RD SUITE 2","NAPLES","FL","","N/A","Ed Hurdis","","edhurdis@yahoo.com","www.junedelugasinteriors.com,","consolidated,johanna"
"Justice & Company","(330) 225-6000","2462 Pearl Rd.","Medina","OH","","jjustice@archjustice.com","","","","http://www.Justiceandcompany.com/,","consolidated,johanna"
"K & K INDUSTRIES","(302) 636-9201","9 JEFFERSON AVENUE","WILMINGTON","DE","","cindyb@artfloorinc.com","Bill Bartoshesky","","","www.artfloorinc.com,","consolidated,johanna"
"K & L CARPETS","(304) 232-6640","4100 JACOB STREET","WHEELING","WV","","N/A","Phillip Jamison","","","www.kandlcarpetcleaners.com,","consolidated,johanna"
"K D M P LLC","(580) 234-8320","1709 WEST CHESTNUT","ENID","OK","","N/A","Merlin & Dorothy Nightingale","","","www.dmpllc.biz,","consolidated,johanna"
"K V S INTERIOR DESIGN","(612) 991-1771","14112 53RD AVE NO","PLYMOUTH","MN","","N/A","Cassandra Bethke","","cassandra@jaquebethke.com","http://www.kvsinteriordesign.com/,","consolidated,johanna"
"Kahians Carpet One Inc.","(508) 746-4670","96 Long Pond Road","Plymouth","MA","","stevekahian@gmail.com","","","","www.stevekahian.com,","consolidated,johanna"
"Kahle Wholesale","(262) 723-4514","501 Nathan Ln","Elkhorn","WI","","john@kahlefloors.com","","","","http://www.kahlefloors.com/,","consolidated,johanna"
"Kalamian's","(860) 442-0615","963 Bank Street","New London","CT","","N/A","","","","www.kalamians.com,","consolidated,johanna"
"KATHY ADAMS INTERIORS","(561) 744-2750","951 ALTERNATE A1A","JUPITER","FL","","inquiry@kathyadamsinteriors.com","","","","http://www.kathyadamsinteriors.com/,www.wellfloorufla.com,","consolidated,johanna"
"KAY RILEY & SONS","(805) 962-0200","1482 E VALLEY RD STE 292","SANTA BARBARA","CA","","N/A","Steve Thompson","","","www.kayriley.com/,","consolidated,johanna"
"Keck Furniture","(920) 261-7214","104 E. Main","Watertown","WI","","N/A","","","","http://www.keckfurniture.com/,","consolidated,johanna"
"KEEVAN SADOCK DESIGN","(631) 287-1070","675 NORTH SEA ROAD","SOUTHAMPTON","NY","","john@keevansadock.com","","","","www.keevansadock.com/,www.carpetone.com,","consolidated,johanna"
"Kehnes Carpet One","(301) 662-2141","1306 W Patrick St","Frederick","MD","","N/A","","","","http://www.kehnescarpetonefrederick.com/,","consolidated,johanna"
"Kelletts Floors & Interiors Inc","(803) 324-7696","660 W Main St","Rock Hill","SC","","N/A","","","","www.kellettsfloors.com/,","consolidated,johanna"
"KELLI INTERIOR DSGN STUDIO INC","(847) 475-1190","3006 CENTRAL ST","EVANSTON","IL","","kelli@kelliinteriordesign.com","Jerry Pink","","","http://www.kelliinteriordesign.com/,","consolidated,johanna"
"Kemper Carpet of Maryland","(301) 231-6300","12145 Rockville Pike","Rockville","MD","","kempercarpet@yahoo.com","","","","www.kempercarpetmd.com,","consolidated,johanna"
"KEN'S CARPET CORNER INC","(301) 776-4000","9590 LYNN BUFF COURT #1","LAUREL","MD","","N/A","Mark Ganim","","","www.kenscarpetcorner.com/,","consolidated,johanna"
"KENSINGTON FLOORS INC.","(403) 283-3300","A5","CALGARY","CN","","dmatley@kensingtoncarpetone.ca","David Matley","","dmatley@kensingtoncarpetone.ca","http://www.kensingtoncarpetone.ca/,Not found,","consolidated,johanna"
