name,phone,address,city,state,postal,primary_email,website,owner_first,owner_last,owner,sources_count,sources,source1,source2,source3,source4,source5,source6,source7,contacts_count,contact1_first,contact1_last,contact1,contact2_first,contact2_last,contact2,contact3_first,contact3_last,contact3,other_emails_count,other_email1,other_email2,other_email3
"RUG GALLERY, THE",(513) 793-9505,9350 KENWOOD RD,CINCINNATI,Ohio,45242,,http://www.ruggallerycincy.com,Sam,Presnell,Sam Presnell,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"DEATONS CARPET ONE, INC",(731) 664-5200,1000 HWY 45 BYPASS,JACKSON,Tennessee,38301,,http://www.carpetone.com,Gary,Deaton,Gary Deaton,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"L.W. MOUNTAIN HARDWOOD FLOORS, INC",(847) 888-9966,"1615 DUNDEE AVE, UNIT C",ELGIN,Illinois,60120,,http://www.lwmountain.com,Ying,Wang,Ying Wang,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BEAR CARPET ONE,(330) 852-3890,PO BOX 736,SUGARCREEK,Ohio,44681,,http://www.bearfloorcovering.com,Wayne,Wengerd,Wayne Wengerd,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CALLAHANS CARPET ONE,(330) 342-0101,5847 DARROW ROAD,HUDSON,Ohio,44236,,http://www.callahans-flooring.com,Larry,Callahan,Larry Callahan,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"COMMERCIAL FLOOR TECH, INC",(502) 966-3004,3909 OAKLAWN DR,LOUISVILLE,Kentucky,40219,,http://www.commercialfloortech.com,Victor,Emerson,Victor Emerson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
A B C HOME FURNISHINGS CARPET ONE,(417) 256-3945,708 PORTER WAGONER BLVD,WEST PLAINS,Missouri,65775,,http://www.carpetone.com,John,Cobb,John Cobb,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CHARNOCK FLOORING,(815) 562-6667,314 N 6TH STREET,ROCHELLE,Illinois,61068,,http://www.flooringmarket.com,Roxanne,Charnock,Roxanne Charnock,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CONCEPT FLOORING WORKROOM CORP.,(516) 352-8701,50 NASSAU TERMINAL ROAD,NEW HYDE PARK,New York,11040,,http://www.conceptflooringworkroom.com,Joy,Vastola,Joy Vastola,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FIKE BROS CARPET ONE FLOOR & HOME,(717) 242-0848,338 S MAIN ST,YEAGERTOWN,Pennsylvania,17099,,http://www.fikebroscarpetone.com,Denise,Fike,Denise Fike,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FOULKS FLOORING AMERICA,(814) 337-2230,15627 CONNEAUT LAKE RD,MEADVILLE,Pennsylvania,16335,,http://www.foulksflooring-america.com,Michael,Foulk,Michael Foulk,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
GARVEYS CARPET,(570) 473-3699,1021 POINT TOWNSHIP DRIVE,NORTHUMBERLAND,Pennsylvania,17857,,http://www.garveyscarpet.com,Thomas,Garvey,Thomas Garvey,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
H AND R COMMERCIAL FLOORING,(770) 937-9666,"1740 CUMBERLAND POINT DR, STE 1",MARIETTA,Georgia,30067,,http://www.hrfloor.com,Holly,Gay-Bastidas,Holly Gay-Bastidas,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
MATHEWS FLOOR FASHIONS,(906) 228-9311,1025 W WASHINGTON ST,MARQUETTE,Michigan,49855,,http://www.mathewsfloorfashions.com,Joe,Burdick,Joe Burdick,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
UNDERFOOT FLOORS,(801) 467-6636,1900 S 300 W,SALT LAKE CITY,Utah,84115,,http://www.underfootfloors.net,Eric,Cole,Eric Cole,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
WALDO BOWERS FLOOR COVERING,(916) 451-0114,2300 BROADWAY,SACRAMENTO,California,95818,,http://www.waldobowersfloorcovering.com,Gary,Pritchard,Gary Pritchard,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CONGOLEUM CORP,(609) 584-3000,PO BOX 3127,MERCERVILLE,New Jersey,8619,,http://congoleum.com,Dennis,Jarosz,Dennis Jarosz,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
SHAW INDUSTRIES,(706) 278-3812,PO DRAWER 2128,DALTON,Georgia,2128,,http://www.shawfloors.com,Mollie,Surratt,Mollie Surratt,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
ABBEY CARPET & FLOOR OF ANNISTON,(256) 231-0008,PO BOX 4009,ANNISTON,Alabama,36204,,http://www.abbeycarpet.com,Ted,Gregerson,Ted Gregerson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
ABBEY CARPETS UNLIMITED,(707) 252-6695,1145 JORDAN LN,NAPA,California,94559,,http://www.carpetsunlimited.com,Janice,Clifton,Janice Clifton,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
ACME FLOOR COVERING CARPET ONE,(978) 345-5541,228 MASSACHUSETTS AVE,LUNENBURG,Massachusetts,1462,,http://www.acmecarpetone.com,Jeff,Fleming,Jeff Fleming,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
AMERICAN FLOORING INC,(662) 869-1385,119 EXECUTIVE DR,SALTILLO,Mississippi,38866,,http://www.americanflooringinc.com,Jim,Chrestman,Jim Chrestman,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
APEX WOOD FLOORS INC,(630) 963-9322,1326 OGDEN AVE,DOWNERS GROVE,Illinois,60515,,,John,Lessick,John Lessick,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"ARC FLOOR CO, INC",(240) 379-7800,4600 WEDGEWOOD BLVD,FREDERICK,Maryland,21703,,,Glenn,Kelly,Glenn Kelly,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
ARCADE FLOORS CARPET ONE INC,(410) 668-7500,8511 LOCH RAVEN BLVD,TOWSON,Maryland,21286,,http://arcadefloors.com,Charles,Vogel,Charles Vogel,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
B & R SALES INC,(360) 456-2323,4414 6TH AVE SE,LACEY,Washington,98503,,http://www.brsalesinc.com,Garrett,Gunderson,Garrett Gunderson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BARTS CARPET SALES INC,(401) 884-8300,491 DAVISVILLE RD,NORTH KINGSTOWN,Rhode Island,2852,,http://www.bartscarpet.com,Peter,Bartkiewicz,Peter Bartkiewicz,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BARTLETTS HOME INTERIORS,(231) 547-2884,6499 M 66 N HWY,CHARLEVOIX,Michigan,49720,,http://www.bartlettshomeinteriors.com,Sue,Bartlett,Sue Bartlett,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BAYSIDE FLOOR SUPPLY,(425) 259-4994,2601 COLBY AVE,EVERETT,Washington,98201,,http://www.abbeycarpet.com,Tom,Stiger,Tom Stiger,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BETTIES FLOOR & DECOR,(208) 983-1527,111 E NORTH ST,GRANGEVILLE,Idaho,83530,,http://www.bettiesfloors.com,Brady,Beeson,Brady Beeson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"BIG BOBS FLOORING OUTLETS OF AMERICA, INC",(913) 789-7773,10001 W 75TH ST,OVERLAND PARK,Kansas,66204,,http://www.bigbobsflooringoutlets.com,David,Elyachar,David Elyachar,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BOSS CARPET ONE FLOOR & HOME,(815) 284-3933,329 ILLINOIS 2,DIXON,Illinois,61021,,http://www.bosscarpetone.com,Ben,Boss,Ben Boss,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"CARPET DEPOT, INC",(610) 323-8881,237 W HIGH ST,POTTSTOWN,Pennsylvania,19464,,http://www.garyscarpetdepot.com,Jane,Detwiler,Jane Detwiler,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"CARPET VILLAGE, INC",(410) 255-9099,2710 MOUNTAIN RD,PASADENA,Maryland,21122,,http://www.carpetvillage.com,Stephen,Dayton,Stephen Dayton,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CARPET WAREHOUSE & INTERIORS,(530) 533-5970,1560 FEATHER RIVER BLVD,OROVILLE,California,95965,,http://www.carpetwarehouseandinteriors.com,Richard,Leming,Richard Leming,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CARPETS N MORE,(308) 384-2314,208 W THIRD ST,GRAND ISLAND,Nebraska,68801,,http://www.abbeycarpet.com,Duane,Johnson,Duane Johnson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CARRIAGE HOUSE CARPET ONE FLOOR & HOME,(563) 264-3205,121 E 2ND ST,MUSCATINE,Iowa,52761,,http://www.carpetone.com,Haydee,King,Haydee King,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CHRISTIAN BROTHERS CARPET,(619) 443-9500,12086 WOODSIDE,LAKESIDE,California,92040,,http://www.cbfloorcovering.com,Don,Kerbon,Don Kerbon,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"COLOR POT INC, THE",(360) 734-4020,1210 N STATE ST,BELLINGHAM,Washington,98225,,http://www.thecolorpot.com,Bill,Hewett,Bill Hewett,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"CONKLIN BROS OF SANTA ROSA, INC",(707) 542-4981,505 B  ST,SANTA ROSA,California,95401,,http://www.conklinbrosfloors.com,Wayne,OConnor,Wayne OConnor,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CORLEW & PERRY FLOORING AMERICA,(615) 832-0320,3017 NOLENSVILLE PIKE,NASHVILLE,Tennessee,37211,,http://www.corlewandperryflooring.com,Charlie,Armour,Charlie Armour,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
COUNTRY SIDE CARPETS FLOORING AMERICA,(636) 978-6466,1305 TOM GINNEVER,FALLON,Missouri,63366,,http://www.faofmo.com,Tim,Schoolfield,Tim Schoolfield,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"DAVES FLOOR TRENDS, INC",(563) 386-7626,700 E 53RD ST,DAVENPORT,Iowa,52807,,http://www.floor-trends.com,Dave,Olson,Dave Olson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
DEAN FLOORING COMPANY,(706) 529-8808,PO BOX 3266,DALTON,Georgia,30719,,http://www.deanflooring.com,Kiley,Dean,Kiley Dean,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
DEETS HOME STORE,(402) 371-7679,2010 S 13TH ST,NORFOLK,Nebraska,68701,,http://deetsfurniture.com,Dick,Teeslink,Dick Teeslink,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"DOBSON FLOORS, INC",(972) 270-8741,2010 EASTGATE DR,GARLAND,Texas,75041,,http://www.dobsonfloors.com,Suzanne,Brown,Suzanne Brown,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FAMILY CARPET N THINGS,(530) 841-1500,600 S BROADWAY,YREKA,California,96097,,http://www.familycarpetnthings.com,Gary,Lobnow,Gary Lobnow,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FINESSE CARPET ONE,(209) 296-5950,"20005 HWY 88, STE C",PINE GROVE,California,95665,,http://www.finessecarpetonepinegrove.com,Christine,Van De Hei,Christine Van De Hei,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FLOOR CENTER,(651) 489-7007,1321 RICE ST,ST PAUL,Minnesota,55117,,http://www.floor-center.com,Julie,Hamernick,Julie Hamernick,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FLOOR TRADER OF GULFPORT,(228) 831-5777,13216 HUGH SEYMOUR LANE,OCEAN SPRINGS,Mississippi,39564,,http://www.myfloortrader.com,Keith,Rhodes,Keith Rhodes,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
GENESIS FLOORING AMERICA,(410) 552-6410,"577 JOHNSVILLE RD, STE 4",SYKESVILLE,Maryland,21784,,http://www.genesisfa.com,Michael,Kaplan,Michael Kaplan,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
GREERS FLOORING AMERICA,(812) 471-0400,2201 COVERT AVE,EVANSVILLE,Indiana,47714,,,Mel,Greer,Mel Greer,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
HANOVER CARPET ONE,(813) 920-0706,11601 SHELDON RD,TAMPA,Florida,33626,,http://www.hanoverfloors.com,Jim,Nesbitt,Jim Nesbitt,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
HIGHWAY FLOORING INC,(732) 287-9979,140 ETHEL RD W,PISCATAWAY,New Jersey,8854,,http://www.bestwoodfloor.com,Ruichuan,Yu,Ruichuan Yu,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"HOME CARPET WAREHOUSE, INC",(360) 748-1650,1793 NE KRESKY AVE,CHEHALIS,Washington,98532,,http://www.homecarpet.net,Jon,Vigre,Jon Vigre,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
IMPERIAL FLOORS,(541) 342-5031,PO BOX 10030,EUGENE,Oregon,97440,,http://www.imperialfloors.com,Douglas,Gubrud,Douglas Gubrud,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
INSIDE DESIGN CARPET ONE FLOOR & HOME,(509) 662-9500,2101 N DUNCAN DR,WENATCHEE,Washington,98801,,http://www.insidedesignc1.com,Joel,McDonald,Joel McDonald,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
JONES CARPET ONE,(713) 466-6611,14830 NORTHWEST FREEWAY,HOUSTON,Texas,77040,,http://www.jonescarpetone.com,Bob,Jones,Bob Jones,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
KENNYS FLOOR COVERING CO,(815) 385-4069,"3812 N RICHMOND RD, UNIT A",MCHENRY,Illinois,60050,,http://www.kennysfloors.com,Kenneth,Schroeder,Kenneth Schroeder,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
KISS CARPET INC,(231) 587-9450,7152 US 131 N,MANCELONA,Michigan,49659,,http://www.kisscarpet.com,Ken,Roberts,Ken Roberts,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
KRAAI FURNITURE CARPET ONE,(712) 737-4923,208 ALBANY AVE,ORANGE CITY,Iowa,51041,,http://www.kraais.com,Dan,Kraai,Dan Kraai,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
LA MESA CARPET & LINOLEUM,(619) 463-7755,8772 LA MESA BLVD,LA MESA,California,91942,,,Mark,McDonald,Mark McDonald,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
LIBERTY CARPET ONE,(703) 691-1616,3170-1 DRAPER DR,FAIRFAX,Virginia,5113,,http://libertycarpetone.com,Mark,Bisbee,Mark Bisbee,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
MARTINS FLOORING INC,(717) 445-7799,608 DWIGHT RD,DENVER,Pennsylvania,17517,,http://www.martinsflooring.com,Michael,Martin,Michael Martin,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"METRO CARPETS, INC",(812) 385-2279,1286 W 150 S,PRINCETON,Indiana,47670,,http://www.metrocarpetsinc.com,Jeffrey,Paul,Jeffrey Paul,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
MIKES CARPET,(301) 937-2221,11220 BALTIMORE AVE,BELTSVILLE,Maryland,20705,,http://www.mikescarpet.com,Mike,Rafatjah,Mike Rafatjah,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
MR. FLOOR COMPANIES,(847) 674-7500,3828 W OAKTON ST,SKOKIE,Illinois,60076,,http://www.mrfloor.com,Igor,Murokh,Igor Murokh,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
MR. GS FLOORING AMERICA,(817) 834-1967,1808 HICKORY DR,FORT WORTH,Texas,76117,,http://www.mrgfa.com,Glenn,Hafele,Glenn Hafele,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
NEW LIFESTYLES CARPET ONE FLOOR & HOME,(828) 898-8586,PO BOX 948,BLOWING ROCK,North Carolina,28605,,http://www.nlscarpetone.com,Arthur,Scurlock,Arthur Scurlock,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
O CONNORS CARPET ONE DECORATING CTR,(989) 793-0960,5355 GRATIOT,SAGINAW,Michigan,48638,,http://www.oconnorscarpetone.com,Linda,Tomandl,Linda Tomandl,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
O KRENTS ABBEY FLOORING CENTER,(210) 227-7387,2075 N LOOP 1604 E,SAN ANTONIO,Texas,78232,,http://www.okrentfloors.com,Sam,OKrent,Sam OKrent,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"PALOMAR FLOOR COVERINGS, INC",(858) 578-8110,"6260 MARINDUSTRY DR, STE A",SAN DIEGO,California,92121,,http://www.palomarfloors.com,Mark,Johnson,Mark Johnson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
PATS CARPET OUTLET INC,(631) 665-4670,100 SAXON AVE,BAY SHORE,New York,7029,,,Joan,Esposito,Joan Esposito,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
PIERCE FLOORING & DESIGN,(406) 652-4666,PO BOX 80667,BILLINGS,Montana,59108,,http://www.pierce.biz,G.,Ron Pierce,G. Ron Pierce,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"RALPHS FLOOR FASHIONS, INC",(309) 745-9341,300 S SUMMIT,WASHINGTON,Illinois,61571,,http://www.ralphsfloorfashions.com,Ralph,Krall,Ralph Krall,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
RANDALL LEES FLOORING AMERICA,(503) 738-5729,PO BOX 2416,GEARHART,Oregon,97138,,http://www.randallleesflooring.com,Deborah,Lee,Deborah Lee,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"RAYS FLOORING SPECIALISTS, INC",(505) 883-1967,7401 LOS VOLCANES NW,ALBUQUERQUE,New Mexico,87121,,http://www.raysflooring.com,Raymond,Lucero,Raymond Lucero,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
REINHART CARPET OUTLET INC,(215) 849-2222,67 W QUEEN LANE,PHILADELPHIA,Pennsylvania,19144,,http://www.reinhartcarpetoutlet.com,Fred,Reinhart,Fred Reinhart,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"ROCHESTER RUG MARKET, INC",(585) 544-8690,1085 RIDGE RD E,ROCHESTER,New York,14621,,http://www.therugmarketny.com,Daniel,Buerkle,Daniel Buerkle,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
RONS CARPETS INC,(309) 674-3338,1003 NE ADAMS ST,PEORIA,Illinois,61603,,http://www.ronscarpetsinc.com,Carol,Hayse,Carol Hayse,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
STAFF CARPET & VINYL,(217) 528-4879,2527 N 5TH ST,SPRINGFIELD,Illinois,62702,,http://www.staffcarpet.com,John,Staff,John Staff,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
STYLE-CRAFT CARPET ONE,(503) 588-7676,2475 McGILCHRIST SE,SALEM,Oregon,97302,,http://www.carpetone.com/stylecraft,Bill,Thacker,Bill Thacker,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"SUPERB CARPETS, INC",(630) 682-4462,2010 N GARY AVE,WHEATON,Illinois,60187,,http://www.superbcarpets.com,Mike,Loewe,Mike Loewe,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
TONTINE CARPET ONE,(716) 837-0542,1071 UNION ROAD,WEST SENECA,New York,14224,,http://www.tontinecarpetone.com,Toby,Klyn,Toby Klyn,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
WATSON CARPET & FLOOR COVERING,(615) 371-1112,"1850 GENERAL GEORGE PATTON DR, STE D",FRANKLIN,Tennessee,37067,,http://www.watsonfloorgallery.com,Johnny,Watson,Johnny Watson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
WHEATS CARPET ONE,(205) 349-2233,51 MC FARLAND BLVD,NORTHPORT,Alabama,35476,,,Terry,Wheat,Terry Wheat,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
WILSONVILLE CARPET & TILE,(503) 682-2520,PO BOX 623,WILSONVILLE,Oregon,97070,,http://wilsonvillecarpet.com,Mark,Williams,Mark Williams,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
YETZERS HOME FURNISHINGS,(952) 442-4242,33 W 1ST ST,WACONIA,Minnesota,55387,,http://www.yetzers.com,Steve,Yetzer,Steve Yetzer,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FLOOR FACTORS,(503) 222-9393,1320 N.W. 17TH AVE.,PORTLAND,OR,,showroom@floorfactors.com,"http://www.floorfactors.com,",Gary,Crenshaw,Gary Crenshaw,5,"consolidated,johanna,fabrica,wfca,naics",consolidated,johanna,fabrica,wfca,naics,,,0,,,,,,,,,,1,garyc@floorfactors.com,,
FLOORHAUS FLOORING AMERICA,(918) 369-1450,12105 S MEMORIAL DR,BIXBY,OK,,n/a,"www.floorhausflooringamericabixby.com,",Virgil,Klaus,Virgil Klaus,5,"consolidated,johanna,fabrica,wfca,naics",consolidated,johanna,fabrica,wfca,naics,,,0,,,,,,,,,,1,-,,
J S & G INC DBA SANDPOINT,(208) 263-5138,401 BONNER MALL WAY,PONDERAY,ID,,N/A,"http://www.sandpointfurnitureponderay.com,",John,Darling,John Darling,5,"consolidated,johanna,fabrica,wfca,naics",consolidated,johanna,fabrica,wfca,naics,,,0,,,,,,,,,,0,,,
MERTEL CARPETS INC.,(415) 479-2180,4212 REDWOOD HWY,SAN RAFAEL,CA,,MrJMert@aol.com,"www.mertelcarpets.com,",Jeff,Mertel,Jeff Mertel,5,"consolidated,johanna,fabrica,wfca,naics",consolidated,johanna,fabrica,wfca,naics,,,0,,,,,,,,,,1,MrJMert@aol.com,,
"ATIYEH BROS,INCORPORATED",(503) 639-8642,6750 S.W. BONITA ROAD,TIGARD,OR,97224,,http://www.atiyehbros.com,,,,3,"fabrica,wfca,naics",fabrica,wfca,naics,,,,,0,,,,,,,,,,0,,,
J & S DESIGNER FLOORING INC.,(973) 605-5225,12 MOUNT KEMBLE AVENUE,MORRISTOWN,NJ,7960,,www.jsdesignerflooring.com/,,,,3,"fabrica,wfca,naics",fabrica,wfca,naics,,,,,0,,,,,,,,,,0,,,
B J MESSNER CO INC,(585) 271-5670,1344 UNIVERSITY AVE,ROCHESTER,NY,14607,,www.manta.com/c/mmjmw43/messner-carpeting,,,,3,"fabrica,wfca,naics",fabrica,wfca,naics,,,,,0,,,,,,,,,,0,,,
GREAT WESTERN FLOORING CO,(630) 236-2200,,NAPERVILLE,IL,,stevechirico@greatwesternflooring.com,"http://www.greatwesternflooring.com/,",Steve,Chirico,Steve Chirico,5,"consolidated,johanna,floorscapes,wfca,naics",consolidated,johanna,floorscapes,wfca,naics,,,0,,,,,,,,,,2,stevechirico@greatwesternflooring.com,stevechirico@greatwesternflooring.com,
B & B GENERAL STORE,(402) 845-9241,,DONIPHAN,NE,,bandbsupport@hamilton.net,"http://www.bandbcarpet.com/,",Bob,Sherwood,Bob Sherwood,5,"consolidated,johanna,floorscapes,wfca,naics",consolidated,johanna,floorscapes,wfca,naics,,,0,,,,,,,,,,2,-,-,
BAY STATE RUG DIST INC,(413) 533-3806,,CHICOPEE,MA,,,http://www.baystaterug.com/,,,,3,"floorscapes,wfca,naics",floorscapes,wfca,naics,,,,,0,,,,,,,,,,0,,,
COMPLETE COMMERCIAL FLOORING,(808) 487-8223,,AIEA,HI,,ccfcustomfloors@aol.com,"http://www.ccfhawaii.com/,",Leilani,Olinger,Leilani Olinger,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,lani@ccfhawaii.com,lani@ccfhawaii.com,
MARCHIO TILE AND CARPET,(815) 838-6050,,LOCKPORT,IL,,N/A,"http://marchiotile.com/   not working,",Jim,Wartenberg,Jim Wartenberg,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,-,-,
D-W INTERIORS,(818) 786-0681,,VAN NUYS,CA,,N/A,"http://www.dwinteriorsinc.com/,",Dan,Warshauer,Dan Warshauer,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,dan@dwinteriorsinc.com,dan@dwinteriorsinc.com,
ENYART FLOORING,(419) 678-8777,,COLDWATER,OH,,info@enyartflooring.com,"www.enyartflooring.com,http://www.ttecht.com/",Mark,Enyart,Mark Enyart,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,marke@enyartflooring.com,marke@enyartflooring.com,
JOELS DECORATING CENTER,(903) 729-3333,,PALESTINE,TX,,"N/A, jpdc@myway.com","http://joelsdecoratingcenter.com/,",Joel,"Brumley, Sr. , Stephen Patrick Mathews","Joel Brumley, Sr. , Stephen Patrick Mathews",5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,-,-,
JIMS CPT & SUPPLIES INC,(402) 228-3684,,BEATRICE,NE,,info@jimssupply.com,"http://www.jimssupply.com/,http://www.jimscarpet.com/",Jimmy,Oltman,Jimmy Oltman,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,jimscarpet@windstream.net,jimscarpet@windstream.net,
AUGUSTA CARPET MART INC,(706) 793-6629,,AUGUSTA,GA,,cbugg@augustacarpetmart.com,"http://augustacarpetmart.com/,",Charlie,Bugg,Charlie Bugg,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,cbugg@augustacarpetmart.com,cbugg@augustacarpetmart.com,
WALL TO WALL,(208) 232-4226,,POCATELLO,ID,,dranill@wall2wallflooring.com,"http://www.wall2wallflooring.com/residential/locations_pocatello.php,",,,-,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,-,-,
